proj,label
-37.830219,1
-30.108854,0
-20.109985,0
-41.870419,1
-46.108208,1
-24.562538,0
-17.309843,0
-20.687202,0
-21.240339,0
-17.664877,0
-45.087807,1
-18.020479,0
-45.107632,1
-12.209858,0
-39.866463,1
-15.765783,0
-20.398903,0
-44.241112,1
-25.614532,0
-37.888134,1
-16.630657,0
-42.626053,1
-22.901184,0
-14.174865,0
-16.578899,0
-26.206322,0
-15.06393,0
-49.08493,1
-38.20821,1
-23.692535,0
-53.517139,1
-42.01408,1
-43.781433,1
-45.562466,1
-10.291564,0
-40.547222,1
-39.529881,1
-36.367935,1
-13.670176,0
-38.522518,1
-14.352978,0
-47.592396,1
-15.238081,0
-42.984447,1
-41.973499,1
-46.216259,1
-9.068037,0
-30.577606,0
-46.490643,1
-13.011076,0
-20.020069,0
-41.740314,1
-48.087601,1
-40.78307,1
-20.297298,0
-43.573814,1
-39.472847,1
-42.243759,1
-12.484915,0
-26.760502,0
-44.319073,1
-43.49332,1
-13.012374,0
-43.892483,1
-35.190475,1
-16.190458,0
-47.315308,1
-21.617725,0
-25.50318,0
-43.72583,1
-19.92429,0
-46.820557,1
-44.841953,1
-20.157154,0
-43.130775,1
-44.540241,1
-46.816967,1
-42.157623,1
-14.190929,0
-41.694931,1
-11.206526,0
-15.599865,0
-21.151279,0
-41.615944,1
-21.275898,0
-20.871544,0
-50.790531,1
-15.802191,0
-21.027258,0
-45.145245,1
-48.274727,1
-37.40469,1
-25.293278,0
-19.232859,0
-50.641388,1
-17.866463,0
-26.756289,0
-10.518871,0
-45.201611,1
-44.773434,1
-17.921234,0
-39.162209,1
-15.857952,0
-44.745174,1
-19.067217,0
-13.65227,0
-48.780499,1
-14.273884,0
-34.184319,1
-38.977715,1
-47.823906,1
-13.407826,0
-18.694532,0
-25.309,0
-46.919239,1
-46.596092,1
-27.280445,0
-21.783648,0
-10.345297,0
-11.134906,0
-41.988636,1
-22.478828,0
-14.90122,0
-45.972538,1
-20.513332,0
-15.221629,0
-41.334522,1
-42.79533,1
-39.672291,1
-23.907539,0
-24.91288,0
-36.515182,1
-8.4574108,0
-21.135065,0
-42.804493,1
-37.803932,1
-21.629772,0
-47.755276,1
-12.894622,0
-38.755653,1
-42.825012,1
-15.971743,0
-45.615902,1
-37.559338,1
-39.708366,1
-11.326076,0
-15.430043,0
-14.299346,0
-16.693272,0
-46.065922,1
-41.672585,1
-45.004238,1
-31.3293,0
-38.717308,1
-39.016888,1
-40.019344,1
-40.328102,1
-21.417042,0
-41.989532,1
-35.464836,1
-33.857826,1
-16.347315,0
-18.777714,0
-14.571351,0
-32.576595,1
-39.670071,1
-41.482986,1
-40.219658,1
-20.265667,0
-29.648325,0
-19.456882,0
-44.510857,1
-18.112177,0
-30.409359,0
-40.351364,1
-44.480499,1
-41.023872,1
-38.629215,1
-45.298721,1
-15.731615,0
-38.960686,1
-32.601913,1
-39.525898,1
-15.579063,0
-17.298845,0
-9.2346077,0
-39.469257,1
-18.485485,0
-42.242451,1
-18.571157,0
-47.583389,1
-45.957912,1
-6.8171997,0
-18.850613,0
-41.305912,1
-45.8848,1
-15.720031,0
-44.613911,1
-37.750774,1
-21.187515,0
-40.717545,1
-38.287453,1
-14.332313,0
-48.693439,1
-45.124229,1
-20.233135,0
-19.984095,0
-14.76095,0
-20.212387,0
-19.535734,0
-42.483139,1
