sample,mean0,mean1,diff_of_means,t_first,t_second
49,-1914.7669,-1893.5558,-21.211089,-0.77855558,-1.3745291
50,-1722.786,-1708.8457,-13.940352,-0.51685945,-0.8693439
51,-3529.3011,-3545.7557,16.454601,0.59501969,-1.3880027
52,-3783.4931,-3791.3839,7.8908482,0.28602548,-1.725406
53,-263.7923,-216.44315,-47.349152,-1.4183958,0.10685285
54,4067.9121,4113.6294,-45.71737,-1.5283991,0.89647746
55,5226.3675,5223.4603,2.9071127,0.10728258,0.94572641
56,2894.4068,2879.4917,14.915138,0.508177,0.84772061
57,4.7619616,-3.1655776,7.9275392,0.28132094,1.8438895
58,-1762.486,-1766.2893,3.8033094,0.14098476,-0.15885972
59,-2186.3261,-2169.3214,-17.004668,-0.64691348,1.0347654
60,-1148.2439,-1113.7171,-34.526807,-1.2932068,-0.062681812
61,342.12275,357.01538,-14.892632,-0.5556489,0.012389654
62,1805.9803,1813.5156,-7.5353285,-0.27996337,0.053687132
63,3302.4076,3315.7752,-13.367569,-0.50163018,0.26784142
64,4373.3906,4363.2211,10.169558,0.38580635,0.051564484
65,3985.4563,3954.8101,30.646188,1.1392836,2.0772979
66,1744.6605,1741.8655,2.7950123,0.096896007,-0.39791715
67,-979.53805,-965.16658,-14.371465,-0.51809628,2.2501278
68,-2776.7838,-2786.9951,10.211228,0.37575295,0.47518055
69,-3689.9855,-3722.3846,32.399162,1.206548,1.2975213
70,-3833.0226,-3846.1253,13.102684,0.49176013,0.015447679
71,-2885.6723,-2874.0613,-11.611012,-0.42319136,0.97983217
72,-1783.4437,-1762.4803,-20.963402,-0.78580527,0.0085602157
73,-1702.4649,-1689.4147,-13.050238,-0.49344969,1.8792036
74,-1950.8764,-1982.9126,32.036282,1.2068041,-1.8504753
75,-1220.0808,-1270.4261,50.345286,1.8630892,0.3850358
76,492.23913,506.62109,-14.381959,-0.52007737,0.14501247
77,1643.8444,1715.5886,-71.744195,-2.7171722,-0.65951747
78,730.82105,760.7166,-29.89555,-1.0798073,0.25800619
79,-1748.9896,-1805.3829,56.393374,1.9546674,0.14833226
80,-3551.1501,-3610.56,59.409863,2.2154275,0.5988089
81,-3192.2968,-3166.6842,-25.6126,-0.94419713,-0.2264794
82,-1437.8832,-1352.6024,-85.280826,-3.1211274,0.019247738
83,-256.68756,-206.12285,-50.564705,-1.9407468,0.21623314
84,-503.21456,-528.26541,25.050844,0.9448587,0.59917668
85,-1172.7922,-1214.2178,41.425553,1.5984599,-0.79115436
86,-1052.419,-1037.3057,-15.113259,-0.57546397,2.3585176
87,-208.10027,-164.3012,-43.799072,-1.6572326,-2.4162792
88,488.67403,511.76837,-23.094345,-0.87842947,1.7751464
89,690.05153,703.65899,-13.607466,-0.52103821,-2.0564785
90,706.55287,730.45059,-23.897718,-0.91448291,0.81655219
91,621.37233,620.29878,1.0735431,0.041289822,-0.50909243
92,284.87735,255.76837,29.108978,1.1070328,0.39753453
93,-89.280414,-87.452297,-1.8281166,-0.070321913,-0.24193993
94,150.98219,181.98211,-30.999911,-1.1670378,0.19769672
95,1181.1193,1187.5548,-6.4355728,-0.240229,-0.29090606
96,2264.6056,2234.2029,30.402715,1.1484283,-0.54553225
97,2598.6559,2570.1401,28.515781,1.0783934,-1.4808856
98,2007.4342,2000.645,6.7891801,0.25644887,0.72489209
99,951.83209,955.10365,-3.2715594,-0.12319452,-1.8444724
100,210.1884,222.61989,-12.431484,-0.47315572,0.098715617
101,-204.66249,-201.69619,-2.966299,-0.11316505,0.32067159
102,-675.63832,-687.13622,11.497905,0.43620647,-0.81829163
103,-1270.4251,-1281.6729,11.247719,0.42667079,0.18522784
104,-1848.3287,-1835.9063,-12.422355,-0.46903649,-0.97818283
105,-2189.5856,-2186.4618,-3.1237485,-0.11768458,-0.23163269
106,-2350.0662,-2361.8297,11.763449,0.44261784,-0.79282078
107,-2332.6736,-2334.7807,2.1071081,0.079382129,-0.76641712
108,-1943.3642,-1924.4395,-18.92464,-0.71337004,-0.14113611
109,-1209.6656,-1195.9964,-13.669192,-0.51177126,-0.26150657
110,-382.20472,-390.62712,8.4224087,0.32275445,-0.23153108
111,-1.5024371,-3.2685232,1.7660861,0.067389806,0.87254588
112,-315.63911,-292.0567,-23.582412,-0.90288404,-1.0177332
113,-762.49955,-733.82206,-28.677495,-1.0914307,-0.33523526
114,-1011.4967,-1013.165,1.6683067,0.062971496,-0.53818703
115,-1224.6645,-1245.1529,20.488432,0.78735458,0.84852073
116,-760.86979,-760.1504,-0.71939301,-0.026849299,-0.80598245
117,-15.202626,12.121846,-27.324472,-1.0375765,1.2116056
118,91.190291,120.88388,-29.693593,-1.1338304,0.17807774
119,28.418979,26.740123,1.6788568,0.063960074,1.0873769
120,437.51477,430.4156,7.099169,0.27229433,-0.62608101
121,111.3586,128.01287,-16.654269,-0.62554606,-0.20341595
122,-1108.1874,-1067.2372,-40.95025,-1.5485047,0.32337075
123,-463.79469,-439.16598,-24.628708,-0.89855984,-0.22753236
124,1663.7581,1633.2064,30.551688,1.1323929,0.2435368
125,1716.0633,1668.7484,47.314898,1.7791424,0.87770283
126,-72.600816,-62.333568,-10.267248,-0.38175201,0.85236075
127,-377.79926,-314.83342,-62.965847,-2.388405,0.57060484
128,412.17706,440.91606,-28.738994,-1.0960285,0.65235285
129,-108.8121,-175.21343,66.401335,2.4849326,-0.93104347
130,-691.14652,-762.59536,71.448832,2.7076664,-0.60372802
131,465.22073,493.13522,-27.914487,-1.0148459,-0.52460679
132,2039.0108,2123.6908,-84.679918,-3.1711078,-0.26318956
133,2637.2609,2663.589,-26.328105,-1.0060485,0.89726876
134,2852.7715,2796.9808,55.790713,2.1102321,-1.4737223
135,2437.0803,2379.5363,57.543932,2.1860608,-0.90250858
136,1112.7711,1114.5149,-1.743816,-0.064878943,0.94119213
137,-190.30021,-147.57253,-42.727674,-1.6170905,-3.3692644
138,-1080.4305,-1040.7801,-39.650384,-1.4969706,0.44629679
139,-1754.5664,-1757.5647,2.9982948,0.11395526,-2.2803705
140,-2011.5341,-2034.3597,22.825637,0.86544572,-0.045505056
141,-1689.0958,-1695.3083,6.2125419,0.23567665,0.2834798
142,-1343.2042,-1331.0096,-12.194667,-0.46254072,0.46462713
143,-1132.9904,-1099.6908,-33.29959,-1.2755075,1.020491
144,-470.79757,-437.10707,-33.690505,-1.2707757,0.56408394
145,262.31533,265.52247,-3.2071403,-0.12197351,0.57861389
146,315.58818,288.6595,26.928687,1.0234293,0.23761921
147,-67.151298,-84.003619,16.852321,0.63923822,-0.01018921
148,-194.83299,-181.3387,-13.49429,-0.51422902,0.35984702
149,-139.59932,-114.29537,-25.303958,-0.97056333,-1.0448218
150,-163.96936,-154.34121,-9.628154,-0.36832689,1.0300831
151,-210.21387,-215.43943,5.2255625,0.20096394,-0.33754206
152,37.968368,34.589726,3.3786421,0.13026937,-0.073753387
153,516.45638,512.15442,4.3019628,0.16405145,-0.60857714
154,721.93375,733.43601,-11.50226,-0.44370545,-1.2380459
155,782.0567,791.34292,-9.286218,-0.35559845,0.28158512
156,920.71382,919.12416,1.5896587,0.060658123,-0.59984185
157,737.36556,724.04222,13.323339,0.51098117,-0.81513978
158,410.06346,402.80044,7.2630213,0.27590014,0.67369645
159,542.53258,539.82105,2.7115258,0.1034832,-1.4688964
160,534.79121,538.22539,-3.434188,-0.13104319,0.64028013
161,-145.83826,-127.62682,-18.211435,-0.69083711,-0.40346612
162,-740.09032,-725.17463,-14.915696,-0.57263818,0.62606411
163,-687.65781,-705.12597,17.468154,0.66607549,1.0653252
164,-246.83259,-274.22137,27.388786,1.037711,1.1395589
165,284.24072,275.79129,8.4494303,0.32342946,0.52212404
166,813.8116,826.1128,-12.301199,-0.46389397,0.80176381
167,874.90222,884.58591,-9.6836871,-0.3710246,0.32428564
168,493.7161,499.20901,-5.4929031,-0.20830432,1.3378761
169,217.01303,206.38022,10.632816,0.406678,0.035048304
170,24.497364,6.6657284,17.831636,0.68427449,0.059656944
171,-392.46712,-384.5276,-7.939528,-0.30155983,0.034028484
172,-795.04387,-748.18297,-46.860898,-1.7944785,-0.46849315
173,-915.2643,-884.12265,-31.141649,-1.1858501,0.9611377
174,-1051.655,-1072.0499,20.394836,0.77614087,0.32387454
175,-1332.2543,-1366.7317,34.477425,1.3192683,0.42541019
176,-1481.403,-1470.5781,-10.824901,-0.41153471,0.99458462
177,-1546.6698,-1487.1523,-59.517543,-2.255786,-1.0658729
178,-1661.288,-1618.7168,-42.571175,-1.622832,0.11147191
179,-1590.2151,-1621.1103,30.895224,1.1785079,-0.89634001
180,-1288.0979,-1339.0393,50.941427,1.9509313,0.45765477
181,-1112.6438,-1098.2495,-14.394265,-0.55127223,-0.10371978
182,-1079.361,-1009.845,-69.516008,-2.6495968,-0.83182803
183,-957.89277,-930.65407,-27.238702,-1.0481501,1.0728068
184,-606.55168,-644.90278,38.351109,1.4574811,-1.3123393
185,-214.39013,-261.5848,47.194667,1.8135543,-0.72653214
186,-62.745847,-63.903488,1.1576415,0.04437789,0.28499787
187,-77.923008,-66.580074,-11.342934,-0.43566461,-2.6458566
188,30.252462,38.887705,-8.6352429,-0.33467339,0.87385701
189,296.87138,305.56831,-8.6969304,-0.33126322,-1.9227528
190,438.60977,444.15884,-5.5490736,-0.21160783,-1.4713036
191,381.23704,377.86187,3.3751758,0.12923591,-0.19042387
192,363.76803,342.80889,20.959142,0.79722436,-1.2641934
193,357.07073,358.89414,-1.8234138,-0.069732105,0.066058808
194,186.45499,221.23012,-34.775131,-1.3158605,-0.48885099
195,-69.137571,-54.329547,-14.808024,-0.55988359,-0.80640918
196,-247.16363,-276.12587,28.962234,1.0995985,0.37935128
197,-404.15558,-419.99236,15.836784,0.59736388,-0.80058755
198,-457.93773,-445.67729,-12.26044,-0.46474389,1.2154762
199,-404.66488,-392.01689,-12.647987,-0.48336768,-1.2291052
200,-360.43211,-352.22841,-8.2036992,-0.31165651,0.9054078
201,-332.52243,-322.60581,-9.9166203,-0.38027161,-0.31591572
202,-289.25734,-282.81733,-6.4400043,-0.24669746,-0.40834318
203,-313.72924,-307.93606,-5.7931739,-0.22190335,-0.23312891
204,-341.18054,-319.51744,-21.663101,-0.83535318,0.27073982
205,-337.30986,-323.35217,-13.957691,-0.53324202,-0.68637251
206,-376.01671,-389.80356,13.786847,0.52805062,1.2986638
207,-468.02188,-474.03881,6.0169217,0.23067287,-0.43474824
208,-558.34636,-533.74726,-24.599104,-0.93849678,1.0729802
209,-676.4532,-651.25968,-25.193522,-0.96656964,-0.99453317
210,-801.53745,-801.92058,0.38312756,0.014731371,0.37139509
211,-861.48214,-858.2833,-3.1988431,-0.12259182,-0.14467924
212,-844.85348,-825.00613,-19.847344,-0.76274619,0.22344806
213,-831.56073,-820.93978,-10.620947,-0.40940338,-0.18392672
214,-781.82751,-790.75098,8.923466,0.33991583,1.0553933
215,-709.07391,-731.11973,22.045826,0.85083334,-0.21946113
216,-715.44017,-722.93556,7.4953913,0.28439064,0.26067838
217,-804.69512,-782.8499,-21.845211,-0.83998481,0.8149282
218,-781.01263,-766.91907,-14.093562,-0.53728176,0.58340382
219,-582.07978,-612.3205,30.240721,1.1549286,-0.065645137
220,-301.07311,-322.34845,21.275334,0.81368682,-0.16118455
221,-10.033224,16.574243,-26.607467,-1.0084831,0.532616
222,258.95394,284.23283,-25.27889,-0.96629704,0.79677618
223,388.16353,381.00171,7.1618242,0.27183675,0.13256589
224,422.92331,392.81472,30.108588,1.1413054,-0.46614549
225,507.36536,473.75571,33.609658,1.2731281,0.94129874
226,605.55854,619.47522,-13.916679,-0.52639735,0.31912601
227,591.42545,672.18337,-80.757927,-3.0834437,-1.9253347
228,495.93156,546.04926,-50.117698,-1.9022607,1.6637354
229,386.73749,323.01759,63.719898,2.4149233,-1.3216666
230,282.5091,196.98643,85.522674,3.2782631,1.6529754
231,150.03999,187.79853,-37.758544,-1.4433652,0.17011647
232,32.7735,142.5282,-109.7547,-4.2090063,-0.56575411
233,-63.407938,-23.831909,-39.576029,-1.5177527,0.018611809
234,-156.17706,-182.05931,25.882253,0.99272766,-1.0107523
235,-205.04446,-245.47381,40.429347,1.5554107,0.14157769
236,-172.42375,-189.29124,16.867489,0.64817556,0.064947086
237,-212.86223,-175.70242,-37.159807,-1.4330465,-1.4522737
238,-541.59037,-491.43661,-50.153757,-1.9321408,1.9822355
239,-786.84413,-778.52619,-8.3179373,-0.31949921,-1.0175283
240,-519.41033,-541.9057,22.495375,0.86633813,1.0636066
241,-480.7544,-489.42917,8.674773,0.33231131,0.45596516
242,-611.59375,-614.07057,2.4768209,0.095321773,0.052899232
243,-416.96449,-419.63205,2.6675617,0.1020474,-0.15655754
244,-421.9811,-394.05007,-27.931035,-1.0644363,0.2394864
245,-1102.4832,-1095.5472,-6.9360387,-0.26063209,0.90420829
246,-1022.2174,-1063.0936,40.876149,1.5474169,-0.20364773
247,306.80275,284.92772,21.875029,0.81658583,0.28687609
248,445.81637,464.95386,-19.137482,-0.72061547,1.6881735
249,-716.84074,-713.15573,-3.6850187,-0.13842184,-0.30982733
250,-572.68318,-580.07279,7.3896066,0.27592204,1.9634211
251,773.1694,784.98603,-11.816624,-0.4434179,0.13463956
252,887.6602,874.90902,12.751183,0.4850111,0.80070339
253,665.75788,644.85131,20.906571,0.78689223,0.65566917
254,1832.4894,1849.1091,-16.619672,-0.62045295,0.6634433
255,2052.711,2068.795,-16.083982,-0.59854306,-0.31612342
256,159.76763,139.95456,19.813072,0.71149535,-0.37101908
257,-983.33234,-983.69679,0.3644544,0.013818878,-0.55853482
258,384.26738,418.44818,-34.180792,-1.2205195,-0.40597017
259,1977.6146,1968.8863,8.728345,0.33155597,-0.83126068
260,1468.645,1444.0696,24.575413,0.93325552,-0.28637295
261,1209.8948,1249.1421,-39.247295,-1.4895092,0.81963023
262,2431.4016,2472.1874,-40.785822,-1.5381046,-0.56571442
263,2653.5331,2640.5807,12.952397,0.49348281,0.088027855
264,1730.8839,1723.5412,7.3427471,0.27765794,1.3189182
265,1378.677,1391.6445,-12.967504,-0.49692586,0.3888951
266,1833.7627,1844.6052,-10.84255,-0.4105971,0.46760581
267,1935.3936,1956.3269,-20.933319,-0.80208623,0.089314477
268,1267.5221,1314.6412,-47.119066,-1.7956247,1.2947355
269,974.44504,967.94611,6.4989269,0.24859412,0.30457156
270,1171.6972,1128.7472,42.950045,1.6580438,-0.45777057
271,912.38675,937.6029,-25.216145,-0.96546841,1.1104179
272,762.27037,820.83684,-58.566468,-2.2344647,-1.1745939
273,1082.2131,1081.3922,0.82089218,0.031276845,0.23460312
274,1053.5394,1017.1799,36.359588,1.3881218,-1.2855762
275,916.23197,889.75892,26.473048,1.012373,-0.65610803
276,954.02208,952.76164,1.2604463,0.047788552,-1.1967774
277,767.38884,802.61546,-35.226623,-1.3468773,-1.466251
278,796.29165,839.44425,-43.1526,-1.639097,-0.56491401
279,1122.8298,1075.1125,47.717306,1.8129818,-1.8374337
280,1082.6714,1003.102,79.569401,3.0144857,-0.2557226
281,778.13508,806.68181,-28.54673,-1.0884229,-0.6409656
282,797.2084,881.34312,-84.134723,-3.199891,-0.044517823
283,968.43529,979.91354,-11.478249,-0.43601292,0.80763763
284,951.04267,907.25968,43.782998,1.6666318,-2.0032758
285,882.08336,862.24671,19.836651,0.75452314,-0.17728217
286,886.81985,895.21504,-8.3951849,-0.32191559,-1.3288699
287,866.85527,896.32171,-29.466438,-1.1230827,-1.418699
288,658.55128,703.55605,-45.004769,-1.730474,0.43601928
289,465.98468,471.72253,-5.7378482,-0.21968593,-1.8349456
290,617.90908,599.24641,18.662676,0.71476336,0.95741955
291,738.07858,754.2825,-16.203914,-0.62155601,0.67640191
292,644.67283,665.95516,-21.282328,-0.81095005,0.53500842
293,426.15737,421.7167,4.4406675,0.16989439,0.49765203
294,197.58321,218.65648,-21.07327,-0.80320015,-0.48115623
295,44.665672,67.017593,-22.351921,-0.84725891,0.31223331
296,93.55854,70.054489,23.504051,0.89978062,-0.14026358
297,253.07152,230.36654,22.704978,0.86591917,0.057178973
298,297.88998,337.24982,-39.359841,-1.518857,0.20643463
299,290.47966,317.40706,-26.9274,-1.0355722,-0.093440626
300,214.97583,191.7362,23.239626,0.89049167,1.9642135
301,147.2643,144.92168,2.3426143,0.09008015,0.33260188
302,230.73868,243.10606,-12.367377,-0.47694125,0.53203427
303,44.945787,40.920881,4.0249067,0.15400714,-0.56073498
304,-359.03153,-350.40113,-8.6304069,-0.32950275,0.54313006
305,-647.90689,-625.24017,-22.666721,-0.86366022,-0.046983164
306,-717.37551,-734.72283,17.347321,0.66004457,-0.5814304
307,-793.94887,-828.14597,34.197103,1.3091205,0.29465928
308,-1145.6974,-1125.9934,-19.704039,-0.75003027,-0.22621605
309,-1388.4556,-1368.8163,-19.639259,-0.746482,-1.2768206
310,-1250.2823,-1272.2533,21.971039,0.84586987,-1.4645706
311,-1148.7277,-1159.322,10.594264,0.40458579,-0.83920527
312,-1166.2222,-1146.3766,-19.845626,-0.76048464,-1.7958784
313,-1066.221,-1072.2815,6.0604634,0.23122726,-0.50086174
314,-863.21377,-886.4904,23.276632,0.88723408,-0.32567886
315,-738.05312,-747.53956,9.4864412,0.36328315,-0.53893467
316,-767.03233,-759.48125,-7.551078,-0.28649123,-0.46507039
317,-776.53079,-757.57676,-18.95403,-0.72178696,0.060238344
318,-609.70934,-583.65015,-26.059195,-0.98679407,-0.22107412
319,-491.52611,-510.22419,18.698077,0.70863133,0.011791888
320,-450.62926,-487.83352,37.204253,1.4180736,-0.69577322
321,-326.30896,-295.24801,-31.060948,-1.1796784,0.13122535
322,-235.06774,-157.095,-77.972737,-2.9881292,-0.64468929
323,-191.03869,-177.01498,-14.023716,-0.53458841,1.1932319
324,-85.206008,-133.0572,47.851195,1.8296419,-0.067105257
325,-87.319606,-114.01227,26.692659,1.023867,0.24433446
326,-223.1501,-197.11511,-26.034994,-0.98798417,0.71057603
327,-304.3581,-238.85956,-65.498546,-2.4994179,-0.67775698
328,-286.86362,-230.21212,-56.651499,-2.1569464,0.16869087
329,-251.46722,-294.42445,42.957226,1.6431009,-0.50547209
330,-213.88083,-312.23404,98.353209,3.7674317,0.12695733
331,-234.78763,-224.21554,-10.572083,-0.40234487,-0.032482692
332,-250.57595,-150.04323,-100.53272,-3.8408473,0.11227978
333,-193.83985,-157.78989,-36.049962,-1.3854028,1.0138523
334,-98.626082,-158.89655,60.27047,2.2983122,-0.45074298
335,10.084154,-35.799336,45.88349,1.7636852,-0.19929655
336,114.03243,112.87986,1.1525649,0.043863076,0.53223331
337,150.88033,165.4336,-14.553264,-0.56118506,-2.0563362
338,134.8119,162.19081,-27.378914,-1.0470834,1.648648
339,61.370735,83.385946,-22.01521,-0.83748511,-1.2598431
340,-37.968368,-45.21886,7.2504923,0.2762459,0.7038087
341,-124.95693,-143.42897,18.472045,0.70256776,0.25209729
342,-169.18969,-169.29406,0.10436389,0.0039393627,0.80449345
343,-225.74754,-216.0571,-9.6904354,-0.36789797,1.5299232
344,-273.72366,-253.60651,-20.11715,-0.75551766,0.21238821
345,-271.86472,-252.31969,-19.545023,-0.73688837,1.4334069
346,-291.85477,-293.93546,2.0806882,0.078892108,0.56087787
347,-285.43758,-305.74847,20.310886,0.76874113,0.98625581
348,-216.63106,-225.73399,9.1029347,0.34894571,1.1128841
349,-122.76694,-114.57847,-8.1884694,-0.31489946,-0.13165264
350,1.6297623,12.971147,-11.341385,-0.43648962,1.3383276
351,118.99811,129.89163,-10.893516,-0.41910744,-0.2242538
352,290.3778,302.0939,-11.7161,-0.45061994,-0.26410532
353,469.8299,476.32935,-6.499444,-0.24896788,0.47681977
354,583.3021,585.37448,-2.0723859,-0.080055875,-0.33331816
355,647.04108,649.66402,-2.622937,-0.10057739,-1.3553623
356,690.73908,697.5852,-6.8461187,-0.26284277,0.83222089
357,716.22958,725.32904,-9.0994607,-0.35017596,-0.97114922
358,734.43708,756.16125,-21.724171,-0.83246883,0.76467177
359,715.79668,725.58641,-9.7897304,-0.37420823,-0.98074038
360,646.96469,637.92822,9.0364676,0.34550875,-1.2341508
361,489.46344,496.78979,-7.3263421,-0.28052695,-0.64007402
362,313.11807,345.53695,-32.418872,-1.2432051,-2.0575424
363,409.75788,426.63235,-16.874468,-0.65297986,-0.77677846
364,445.05242,416.87825,28.174167,1.0737415,-0.31787952
365,-41.991843,-71.958983,29.967139,1.1522947,-1.1769663
366,-194.04357,-184.27265,-9.7709241,-0.37217081,-0.095454318
367,-60.173878,-40.200261,-19.973617,-0.76193035,-0.60704642
368,-269.85298,-265.29084,-4.5621378,-0.17324874,0.21224846
369,-210.13747,-224.73027,14.592799,0.55028377,-0.28173114
370,681.92818,661.57997,20.348207,0.76096521,-1.1800554
371,795.29852,784.57424,10.724274,0.40232446,0.32379771
372,-503.49468,-472.23726,-31.257421,-1.1632625,-1.5443448
373,-433.16025,-405.11672,-28.043532,-1.0374213,1.4251857
374,1213.7909,1175.6389,38.152022,1.4134743,-1.8965043
375,1358.1522,1316.0567,42.095493,1.576023,0.64852181
376,107.10594,144.43269,-37.326755,-1.4061774,-0.67814387
377,260.68557,340.36393,-79.678362,-2.9976574,-1.1861709
378,1003.8317,1016.0217,-12.190023,-0.46203126,0.28097504
379,-107.74256,-177.32382,69.581252,2.5488932,-1.8106906
380,-1490.9269,-1543.0003,52.073414,1.964643,1.9154156
381,-939.43062,-897.45411,-41.976511,-1.5604763,-0.0029641259
382,401.53268,492.4146,-90.881921,-3.4170815,0.030877653
383,1180.4317,1225.2844,-44.852695,-1.7055847,0.92203479
384,1991.3658,1943.5359,47.829821,1.8174429,0.19136425
385,2387.9328,2322.5559,65.37681,2.5081946,0.85973663
386,1718.4315,1728.7657,-10.334145,-0.39035409,0.91322778
387,754.14702,810.64522,-56.498199,-2.1702394,-0.29807455
388,75.733015,101.27275,-25.539731,-0.97552719,1.606511
389,-277.72168,-284.02694,6.3052677,0.24379522,-0.44950733
390,-98.702477,-100.14034,1.4378669,0.05464706,0.76975854
391,601.17855,588.74595,12.4326,0.47648018,-0.31799636
392,1064.0056,1056.4021,7.6034392,0.29068599,0.34018368
393,1051.2221,1080.1568,-28.934708,-1.1147772,1.3012628
394,1285.806,1318.2443,-32.438267,-1.2252131,1.0101742
395,1656.0676,1639.2802,16.787457,0.63971406,1.6640113
396,1522.0706,1494.5901,27.480498,1.0430715,0.7646234
397,1112.7711,1113.6656,-0.89451473,-0.033878933,0.81938522
398,981.98269,990.18237,-8.1996748,-0.30991367,2.0918056
399,962.37461,967.19976,-4.8251442,-0.1844428,0.79227722
400,707.13857,710.53061,-3.3920466,-0.12855888,2.7040798
401,199.69681,183.78365,15.913154,0.60616221,0.75350112
402,-104.55943,-122.99427,18.434835,0.70290784,0.40347882
403,11.102755,13.743239,-2.6404838,-0.09998089,1.9353451
404,198.60181,218.29617,-19.694359,-0.75426422,-0.12622878
405,418.59425,413.40384,5.1904101,0.19767859,0.6469509
406,636.8296,636.30683,0.52277692,0.019883619,-0.19496182
407,443.98289,449.76938,-5.786487,-0.22068408,0.19607361
408,142.62966,130.30341,12.326255,0.47086176,0.94292826
409,416.98995,394.66774,22.322214,0.85381827,-0.98015821
410,684.72933,692.38645,-7.6571136,-0.29357756,1.603969
411,332.0386,366.48638,-34.447782,-1.319452,0.42600978
412,-61.956431,-33.277169,-28.679262,-1.0925205,-1.1211213
413,-70.207102,-55.256057,-14.951045,-0.57555193,0.96138025
414,77.515567,63.054187,14.46138,0.54868901,0.16733596
415,181.28559,150.55796,30.727629,1.1868872,0.077769331
416,283.62956,304.9249,-21.295339,-0.81196539,0.27108969
417,98.473292,162.9629,-64.489612,-2.4946333,-0.69772453
418,-222.30976,-202.31386,-19.995895,-0.76313076,1.6639386
419,-213.9063,-253.01458,39.108281,1.4927307,-0.70462157
420,-14.10763,-34.641198,20.533569,0.78717543,0.94861494
421,-7.9705561,12.66231,-20.632866,-0.78193517,0.46363913
422,-4.7364966,30.90942,-35.645916,-1.3504247,-0.061193355
423,182.10047,199.89464,-17.794174,-0.67685823,0.91157454
424,221.92778,194.25837,27.669413,1.0541276,-1.3708427
425,52.025067,-8.4158038,60.440871,2.3218961,-1.1217754
426,24.93027,30.26601,-5.3357403,-0.20331246,-0.9589177
427,77.108127,160.1319,-83.023772,-3.1705361,-1.6404658
428,-11.02636,19.765557,-30.791918,-1.167706,-0.2935442
