sample,mean_m0,mean_m1,diff,welch_t
3.397000000000000000e+03,-5.838199356913182783e+02,-6.298089171974522742e+02,4.598898150613399594e+01,6.048647776478442983e-01
3.398000000000000000e+03,-9.204887459807074492e+02,-8.801019108280254386e+02,-4.038683515268201063e+01,-5.478073015186997186e-01
3.399000000000000000e+03,-1.019678456591639815e+03,-1.095541401273885413e+03,7.586294468224559751e+01,1.013889425163821301e+00
3.400000000000000000e+03,-1.114135048231511291e+03,-1.063133757961783431e+03,-5.100129026972786050e+01,-6.977567309998825573e-01
3.401000000000000000e+03,-1.010829581993569150e+03,-1.093095541401273977e+03,8.226595940770482684e+01,1.126367501046483310e+00
3.402000000000000000e+03,-1.462327974276527357e+03,-1.372331210191082846e+03,-8.999676408544451078e+01,-1.205748069938557876e+00
3.403000000000000000e+03,-1.408411575562701046e+03,-1.456509554140127420e+03,4.809797857742637461e+01,6.445306041731005964e-01
3.404000000000000000e+03,-1.673672025723472643e+03,-1.683566878980891715e+03,9.894853257419072179e+00,1.325824520921455862e-01
3.405000000000000000e+03,-1.564810289389067520e+03,-1.496662420382165692e+03,-6.814786900690182847e+01,-9.243330724003754328e-01
3.406000000000000000e+03,-1.578598070739549939e+03,-1.631592356687898018e+03,5.299428594834807882e+01,7.257004930506634199e-01
3.407000000000000000e+03,-1.595266881028938997e+03,-1.605299363057324854e+03,1.003248202838585712e+01,1.355228222283582640e-01
3.408000000000000000e+03,-1.733762057877813504e+03,-1.718012738853503151e+03,-1.574931902431035269e+01,-2.122395208445717052e-01
3.409000000000000000e+03,-1.767717041800643074e+03,-1.843770700636942593e+03,7.605365883629951895e+01,1.020687016177978190e+00
3.410000000000000000e+03,-1.792617363344051455e+03,-1.745528662420382261e+03,-4.708870092366919380e+01,-6.364087929704670410e-01
3.411000000000000000e+03,-1.546700964630225144e+03,-1.617528662420382261e+03,7.082769779015711720e+01,9.686110710522978229e-01
3.412000000000000000e+03,-1.565427652733118975e+03,-1.595515923566878882e+03,3.008827083375990696e+01,4.098555200811846433e-01
3.413000000000000000e+03,-1.569749196141479160e+03,-1.444687898089171995e+03,-1.250612980523071656e+02,-1.701623527038324868e+00
3.414000000000000000e+03,-1.310250803858520840e+03,-1.440611464968152859e+03,1.303606611096320194e+02,1.771697573921681146e+00
3.415000000000000000e+03,-1.313543408360128524e+03,-1.281834394904458577e+03,-3.170901345566994678e+01,-4.292362722408218367e-01
3.416000000000000000e+03,-1.152000000000000000e+03,-1.069656050955414003e+03,-8.234394904458599740e+01,-1.115625589308832044e+00
3.417000000000000000e+03,-1.018649517684887428e+03,-1.105121019108280279e+03,8.647150142339285139e+01,1.179677538280771154e+00
3.418000000000000000e+03,-8.099807073954983707e+02,-8.057070063694267219e+02,-4.273701026071648812e+00,-5.799291621074500330e-02
3.419000000000000000e+03,-7.826109324758842831e+02,-7.001273885350318551e+02,-8.248354394085242802e+01,-1.145183194335204879e+00
3.420000000000000000e+03,-5.873183279742764853e+02,-6.823949044585987167e+02,9.507657648432223141e+01,1.311243315965749279e+00
3.421000000000000000e+03,-4.998585209003215368e+02,-4.355668789808917154e+02,-6.429164191942982143e+01,-8.616716491668934275e-01
3.422000000000000000e+03,-4.247459807073955176e+02,-4.818343949044585770e+02,5.708841419706305942e+01,7.624406018207287028e-01
3.423000000000000000e+03,-3.226752411575562860e+02,-3.173503184713375731e+02,-5.324922686218712897e+00,-7.242044280013815172e-02
3.424000000000000000e+03,-4.097234726688103024e+02,-3.970445859872611436e+02,-1.267888668154915877e+01,-1.704341147076799401e-01
3.425000000000000000e+03,-2.290418006430868161e+02,-2.368407643312101811e+02,7.798963688123365046e+00,1.065568210294986912e-01
3.426000000000000000e+03,-2.693762057877813731e+02,-3.774777070063694282e+02,1.081015012185880551e+02,1.463280220119467900e+00
3.427000000000000000e+03,-3.502508038585208965e+02,-1.850700636942675033e+02,-1.651807401642533932e+02,-2.260810133303401859e+00
3.428000000000000000e+03,-2.996270096463022696e+02,-3.913375796178344217e+02,9.171056997153215207e+01,1.233345834157197896e+00
3.429000000000000000e+03,-3.072411575562700818e+02,-3.114394904458598603e+02,4.198332889589778461e+00,5.611230496793346428e-02
3.430000000000000000e+03,-3.510739549839228175e+02,-3.047133757961783544e+02,-4.636057918774446307e+01,-6.216009065471953532e-01
3.431000000000000000e+03,-4.016977491961415012e+02,-4.259872611464967918e+02,2.428951195035529054e+01,3.315199842472775216e-01
3.432000000000000000e+03,-3.426366559485530274e+02,-3.776815286624203623e+02,3.504487271386733482e+01,4.735659881096491164e-01
3.433000000000000000e+03,-6.490546623794211882e+02,-5.470573248407642950e+02,-1.019973375386568932e+02,-1.382419035934442597e+00
3.434000000000000000e+03,-6.539935691318328281e+02,-7.115414012738852989e+02,5.754783214205247077e+01,7.623970322543106581e-01
3.435000000000000000e+03,1.138006430868167200e+02,1.453248407643312134e+02,-3.152419767751449342e+01,-4.125776106606436344e-01
3.436000000000000000e+03,-9.982765273311897545e+02,-1.040713375796178298e+03,4.243684846498854313e+01,5.615279195047517824e-01
3.437000000000000000e+03,5.323729903536977872e+02,5.389044585987261371e+02,-6.531468245028349884e+00,-8.628941009809124041e-02
3.438000000000000000e+03,-3.381093247588424333e+02,-2.657834394904458577e+02,-7.232588526839657561e+01,-9.620619464221226158e-01
3.439000000000000000e+03,-6.050160771704180007e+01,-1.410445859872611436e+02,8.054297827021935063e+01,1.002115154708054900e+00
3.440000000000000000e+03,-1.595678456591639815e+03,-1.623847133757961728e+03,2.816867716632191332e+01,3.659209091440315809e-01
3.441000000000000000e+03,3.206173633440514550e+02,4.094777070063694282e+02,-8.886034366231797321e+01,-1.142260489586839345e+00
3.442000000000000000e+03,1.767099678456591619e+03,1.791592356687898018e+03,-2.449267823130639954e+01,-3.284148644271175366e-01
3.443000000000000000e+03,7.883729903536977872e+02,7.113375796178344217e+02,7.703541073586336552e+01,1.004138101354907109e+00
3.444000000000000000e+03,-8.243858520900321309e+02,-7.680000000000000000e+02,-5.638585209003213095e+01,-7.695377482616819753e-01
3.445000000000000000e+03,-5.768231511254019779e+02,-6.878980891719745614e+02,1.110749380465725835e+02,1.501899640203973263e+00
3.446000000000000000e+03,-5.700321543408360014e+01,4.524840764331209897e+01,-1.022516230773956920e+02,-1.372387349280847824e+00
3.447000000000000000e+03,4.253633440514469726e+02,3.462929936305732213e+02,7.907035042087375132e+01,1.048699675108079710e+00
3.448000000000000000e+03,3.072411575562700818e+02,3.945987261146497076e+02,-8.735756855837962576e+01,-1.186876237472142215e+00
