lda_projection,label
-8.202773548947857307e+01,1.000000000000000000e+00
-6.670449015361086254e+01,0.000000000000000000e+00
-8.072659181385131433e+01,1.000000000000000000e+00
-8.686922668712657014e+01,1.000000000000000000e+00
-8.121455912108839925e+01,1.000000000000000000e+00
-8.259713513908910443e+01,1.000000000000000000e+00
-6.677082229143503866e+01,0.000000000000000000e+00
-6.504405847327629431e+01,0.000000000000000000e+00
-7.030108710530465999e+01,0.000000000000000000e+00
-8.730349364119550160e+01,1.000000000000000000e+00
-6.909497373359117489e+01,0.000000000000000000e+00
-6.764558030663596355e+01,0.000000000000000000e+00
-6.808355517557791359e+01,0.000000000000000000e+00
-7.950940397615437405e+01,1.000000000000000000e+00
-8.319047470819415935e+01,1.000000000000000000e+00
-6.380771930382218216e+01,0.000000000000000000e+00
-6.500240613394822731e+01,0.000000000000000000e+00
-8.273367751155235794e+01,1.000000000000000000e+00
-8.052951209909295471e+01,1.000000000000000000e+00
-5.988012466410724954e+01,0.000000000000000000e+00
-8.053263456641039397e+01,1.000000000000000000e+00
-7.425520962701115479e+01,1.000000000000000000e+00
-8.125705948056125294e+01,1.000000000000000000e+00
-6.634538196750156658e+01,0.000000000000000000e+00
-6.360634213988566898e+01,0.000000000000000000e+00
-8.051564226158747317e+01,1.000000000000000000e+00
-7.854914588829461763e+01,1.000000000000000000e+00
-8.061720845017434556e+01,1.000000000000000000e+00
-8.512832771260620746e+01,1.000000000000000000e+00
-8.222846369709490943e+01,1.000000000000000000e+00
-6.728396804127471853e+01,0.000000000000000000e+00
-6.057180706980710028e+01,0.000000000000000000e+00
-6.490967858148171388e+01,0.000000000000000000e+00
-7.936190699162737872e+01,1.000000000000000000e+00
-8.136785118690568197e+01,1.000000000000000000e+00
-7.759192106610321105e+01,1.000000000000000000e+00
-6.306780624518789580e+01,0.000000000000000000e+00
-8.401225042346540306e+01,1.000000000000000000e+00
-6.071301469657981897e+01,0.000000000000000000e+00
-7.851481589264226102e+01,1.000000000000000000e+00
-8.081885531958091917e+01,1.000000000000000000e+00
-7.601148112814649949e+01,1.000000000000000000e+00
-8.776220711321391832e+01,1.000000000000000000e+00
-8.243584945911003103e+01,1.000000000000000000e+00
-7.633292836565333062e+01,1.000000000000000000e+00
-6.442441482423029697e+01,0.000000000000000000e+00
-6.769980012441499184e+01,0.000000000000000000e+00
-7.925583618057052604e+01,1.000000000000000000e+00
-7.921567125439852930e+01,1.000000000000000000e+00
-7.354753597002209631e+01,1.000000000000000000e+00
-7.012303920895820397e+01,0.000000000000000000e+00
-7.998640003080670624e+01,1.000000000000000000e+00
-6.758880908455579117e+01,0.000000000000000000e+00
-7.847323183935196766e+01,1.000000000000000000e+00
-6.661394705867675725e+01,0.000000000000000000e+00
-8.504320504053472973e+01,1.000000000000000000e+00
-8.526537900724017049e+01,1.000000000000000000e+00
-6.947991961619445078e+01,0.000000000000000000e+00
-5.788388293282499575e+01,0.000000000000000000e+00
-7.595970871537835478e+01,1.000000000000000000e+00
-8.826622385209493871e+01,1.000000000000000000e+00
-6.518847560334852176e+01,0.000000000000000000e+00
-7.905508290309829533e+01,1.000000000000000000e+00
-6.992582823946999326e+01,0.000000000000000000e+00
-8.308951489057116646e+01,1.000000000000000000e+00
-7.926418353133932726e+01,1.000000000000000000e+00
-8.124510215226831633e+01,1.000000000000000000e+00
-7.962271833364762585e+01,1.000000000000000000e+00
-6.970147155272458406e+01,0.000000000000000000e+00
-6.938134186409230608e+01,0.000000000000000000e+00
-6.502978394775909976e+01,0.000000000000000000e+00
-7.567179414411975813e+01,1.000000000000000000e+00
-7.984507807010562885e+01,1.000000000000000000e+00
-7.219660367798967116e+01,0.000000000000000000e+00
-8.295260159029473357e+01,1.000000000000000000e+00
-7.663109685795780024e+01,1.000000000000000000e+00
-8.080534696593878152e+01,1.000000000000000000e+00
-6.603715484222647092e+01,0.000000000000000000e+00
-7.778999796116468701e+01,1.000000000000000000e+00
-8.349202457813592559e+01,1.000000000000000000e+00
-6.698736351339223916e+01,0.000000000000000000e+00
-7.829157181318045389e+01,1.000000000000000000e+00
-6.685631063026049503e+01,0.000000000000000000e+00
-8.164242170372541807e+01,1.000000000000000000e+00
-7.145922395005854355e+01,0.000000000000000000e+00
-8.597023238083890817e+01,1.000000000000000000e+00
