time_us,abs_welch_t
5.359999999999999487e-02,4.201965063038242548e-02
5.439999999999999697e-02,1.353604742709959341e+00
5.519999999999999907e-02,6.888104821499764219e-01
5.600000000000000117e-02,5.969682387634793752e-01
5.679999999999999633e-02,1.192870962999210249e+00
5.759999999999999842e-02,1.229690287342631860e+00
5.840000000000000052e-02,2.603718656435053957e-01
5.920000000000000262e-02,2.106076329563819627e-01
5.999999999999999778e-02,3.153727631372365559e-01
6.079999999999999988e-02,3.801347601971843959e-01
6.159999999999999504e-02,6.028595668075372727e-01
6.240000000000000407e-02,1.718735252517048062e+00
6.319999999999999230e-02,1.026051903442998459e+00
6.400000000000000133e-02,3.095127153083702676e-01
6.479999999999999649e-02,1.073642845150671432e+00
6.560000000000000553e-02,4.628320364511243623e-01
6.640000000000000069e-02,3.323913670123379016e-01
6.720000000000000973e-02,8.335001323734415601e-01
6.800000000000000488e-02,1.325262669505411717e+00
6.880000000000000004e-02,3.341511173493977305e-01
6.959999999999999520e-02,1.051908465587519714e+00
7.039999999999999036e-02,1.671797674306772619e+00
7.119999999999999940e-02,2.093328390788941729e+00
7.199999999999999456e-02,9.847198684390200407e-01
7.280000000000000360e-02,9.758934460395459753e-01
7.359999999999999876e-02,8.138935667453774947e-01
7.440000000000000779e-02,7.101442628429236459e-01
7.520000000000000295e-02,1.952904811013625341e+00
7.600000000000001199e-02,1.335057117787003866e+00
7.679999999999999327e-02,8.857756138531686085e-01
7.759999999999998843e-02,9.246231601585982451e-01
7.839999999999999747e-02,1.142840115368424225e-01
7.919999999999999263e-02,5.434459575550781851e-02
8.000000000000000167e-02,8.610553040963241367e-01
8.079999999999999682e-02,1.107721627325124025e+00
8.160000000000000586e-02,1.092188294615765942e+00
8.240000000000000102e-02,7.722136499727854098e-01
8.320000000000001006e-02,5.528873126643929492e-01
8.399999999999999134e-02,1.380852992086590403e+00
8.480000000000000038e-02,2.315004232220472524e-01
8.559999999999999554e-02,6.489447703813401302e-01
8.640000000000000457e-02,7.959704445196433831e-01
8.719999999999999973e-02,7.949282274124706005e-01
8.799999999999999489e-02,9.338667272396176111e-01
8.880000000000000393e-02,2.966917505278969802e-01
8.959999999999999909e-02,2.677128526517731366e-01
9.040000000000000813e-02,1.241938424821311004e+00
9.119999999999998941e-02,1.684949797415342010e+00
9.199999999999999845e-02,2.023774894741107389e+00
9.279999999999999361e-02,4.050081236283053499e-01
9.360000000000000264e-02,8.656375082666919463e-01
9.439999999999999780e-02,1.225805073196940820e-01
9.520000000000000684e-02,6.177659522284133231e-02
9.600000000000000200e-02,9.547975673538887376e-02
9.680000000000001104e-02,5.463335118209460273e-01
9.760000000000000620e-02,1.212710912816604703e+00
9.839999999999998748e-02,1.063724397001667210e+00
9.919999999999999651e-02,6.882369751631839394e-01
9.999999999999999167e-02,1.068927086781929603e+00
1.008000000000000007e-01,1.709743948963730498e+00
1.015999999999999959e-01,2.312380754506991209e+00
1.024000000000000049e-01,2.864051057208941486e+00
1.032000000000000001e-01,8.792060344353003210e-01
1.040000000000000091e-01,1.855300931881305182e+00
1.048000000000000043e-01,1.809313964661442231e+00
1.055999999999999994e-01,5.898719865013886121e-01
1.063999999999999946e-01,8.758390362706764964e-01
1.071999999999999897e-01,1.713570751604755138e+00
1.079999999999999988e-01,1.819387277041634610e+00
1.087999999999999939e-01,9.003930720405668442e-01
1.096000000000000030e-01,9.806041615023982638e-01
1.103999999999999981e-01,1.086425977827685463e+00
1.112000000000000072e-01,8.650640569443415195e-01
1.120000000000000023e-01,7.739313974185998424e-01
1.127999999999999975e-01,2.654787139221256864e-01
1.135999999999999927e-01,4.549589503972404914e-01
1.144000000000000017e-01,1.615687891919897812e+00
1.151999999999999968e-01,1.437994710866934422e+00
1.160000000000000059e-01,3.131271918404154309e-01
1.168000000000000010e-01,4.301212344368542384e-01
1.175999999999999962e-01,4.641952600146106306e-02
1.184000000000000052e-01,3.922238819580004532e-01
1.192000000000000004e-01,6.149655640775407717e-01
1.199999999999999956e-01,1.340771197651866808e+00
1.207999999999999907e-01,1.465721787837256374e+00
1.215999999999999998e-01,1.543209940485977372e+00
1.224000000000000088e-01,1.588729128837176541e+00
1.231999999999999901e-01,3.005801981070393425e-01
1.239999999999999991e-01,1.060850095555649020e+00
1.248000000000000081e-01,1.635347381782032317e+00
1.256000000000000172e-01,1.110178864532157750e+00
1.263999999999999846e-01,5.775909641061451882e-01
1.272000000000000075e-01,2.252494321598322025e-01
1.280000000000000027e-01,1.270553017643809346e+00
1.287999999999999978e-01,1.373619882427982386e+00
1.295999999999999930e-01,6.191014377670052138e-01
1.304000000000000159e-01,1.082037292046007959e+00
1.312000000000000111e-01,2.045037335271226109e+00
1.319999999999999785e-01,1.442724397087088217e+00
1.328000000000000014e-01,5.052703409185662492e-02
1.335999999999999965e-01,2.263325815255988471e-01
1.344000000000000195e-01,5.519722330668382915e-01
1.351999999999999869e-01,1.514345647428027908e+00
1.360000000000000098e-01,1.183208322450643779e+00
1.368000000000000049e-01,4.866185583376812507e-01
1.376000000000000001e-01,1.782492141691085358e-02
1.383999999999999952e-01,6.399196458174998270e-01
1.391999999999999904e-01,5.174582777139555834e-01
1.400000000000000133e-01,9.918953761071790387e-01
1.407999999999999807e-01,1.550904045903206185e+00
1.416000000000000036e-01,2.373613158653370192e+00
1.423999999999999988e-01,1.674414326896024985e+00
1.432000000000000217e-01,2.609794584810299356e-01
1.439999999999999891e-01,1.462233375878562391e+00
1.448000000000000120e-01,1.681190738851531474e+00
1.456000000000000072e-01,7.762922190146387402e-02
1.463999999999999746e-01,8.754759383512906723e-01
1.471999999999999975e-01,7.228887963931428517e-01
1.479999999999999927e-01,8.576391140467346519e-01
1.488000000000000156e-01,3.295576087462633863e-01
1.495999999999999830e-01,8.168780047128186561e-02
1.504000000000000059e-01,5.727844233497743076e-01
1.512000000000000011e-01,8.398257151445450708e-01
1.520000000000000240e-01,4.950476973071935016e-01
1.527999999999999914e-01,3.920187782993412307e-01
1.535999999999999865e-01,4.338851910045709026e-01
1.544000000000000095e-01,1.157008268863051192e+00
1.551999999999999769e-01,1.532374418207923528e+00
1.559999999999999998e-01,6.056171402078295296e-01
1.567999999999999949e-01,4.652403796441748063e-01
1.576000000000000179e-01,3.038486930937058239e-01
1.583999999999999853e-01,5.272341330323302433e-01
1.592000000000000082e-01,1.243322374194443386e-01
1.600000000000000033e-01,5.946480813767476281e-01
1.607999999999999985e-01,1.345975302437994459e-01
1.615999999999999936e-01,1.553646348508581410e+00
1.623999999999999888e-01,1.879428876208294463e+00
1.632000000000000117e-01,1.457107111368992181e+00
1.640000000000000069e-01,2.979760544880283302e-01
1.648000000000000020e-01,1.303721711687185092e+00
1.655999999999999972e-01,9.531751672810323539e-01
1.664000000000000201e-01,4.428996976703769572e-01
1.671999999999999875e-01,7.785195696071147697e-01
1.679999999999999827e-01,9.698162741834782663e-01
1.688000000000000056e-01,6.255749014531665209e-01
1.696000000000000008e-01,6.719099517717014303e-01
1.703999999999999959e-01,2.136126906645057222e+00
1.711999999999999911e-01,1.689890857302413840e+00
1.720000000000000140e-01,4.714259889405063575e-01
1.728000000000000091e-01,1.071707818114161936e+00
1.736000000000000043e-01,1.181421403165126893e+00
1.743999999999999995e-01,3.398281872561229044e-01
1.751999999999999946e-01,1.698968980379590432e+00
1.759999999999999898e-01,1.982081199406555694e+00
1.767999999999999849e-01,1.172044187630062906e+00
1.776000000000000079e-01,1.437060633102172358e-01
1.784000000000000030e-01,3.802748892679162496e-01
1.791999999999999982e-01,7.371699526929607373e-03
1.799999999999999933e-01,6.601304884714646048e-01
1.808000000000000163e-01,1.173321147438707968e+00
1.816000000000000114e-01,1.275468099584130544e+00
1.823999999999999788e-01,5.573013036854351787e-01
1.832000000000000017e-01,6.349836925692349532e-02
1.839999999999999969e-01,1.265088426114988340e-01
1.847999999999999921e-01,2.410144686545538095e-01
1.855999999999999872e-01,6.944465366193134370e-01
1.864000000000000101e-01,1.181905083119263677e+00
1.872000000000000053e-01,6.106042545304768421e-02
1.880000000000000004e-01,4.544935431714978297e-02
1.887999999999999956e-01,3.036688631027218421e-01
1.895999999999999908e-01,8.727291358593664006e-01
1.904000000000000137e-01,1.511050223296027006e+00
1.911999999999999811e-01,1.140923103926283710e+00
1.920000000000000040e-01,6.144434999471226622e-01
1.927999999999999992e-01,6.895143286457895426e-01
1.936000000000000221e-01,7.522995661444826787e-01
1.943999999999999895e-01,7.129549908000971659e-01
1.952000000000000124e-01,6.759786202029041124e-01
1.960000000000000075e-01,2.018234970403856909e+00
1.967999999999999750e-01,2.186942964431832337e+00
1.975999999999999979e-01,2.214421506052425492e+00
1.983999999999999930e-01,1.781166892767256815e+00
1.992000000000000159e-01,2.907173442270888711e-02
1.999999999999999833e-01,2.632596935912606684e-01
2.008000000000000063e-01,8.290308547016873864e-02
2.016000000000000014e-01,1.551967949403590952e+00
2.024000000000000243e-01,1.408251515277483046e+00
2.031999999999999917e-01,7.846206594974598492e-01
2.039999999999999869e-01,3.207833776119005109e-01
2.048000000000000098e-01,6.933906765762363200e-01
2.055999999999999772e-01,2.316868654461551325e-01
2.064000000000000001e-01,1.775957332579559456e+00
2.071999999999999953e-01,1.634593652658466567e+00
2.080000000000000182e-01,6.842207381294135304e-01
2.087999999999999856e-01,7.872786739238341047e-01
2.096000000000000085e-01,1.916440382249293473e+00
2.104000000000000037e-01,2.597302771991591985e+00
2.111999999999999988e-01,1.609890067704731642e+00
2.119999999999999940e-01,1.405991038348617383e-01
2.127999999999999892e-01,9.757485693672931504e-01
2.136000000000000121e-01,6.943361422561763474e-01
2.143999999999999795e-01,1.342244737653967568e-01
2.152000000000000024e-01,5.863968738168390260e-01
2.159999999999999976e-01,5.982285123554977879e-01
2.168000000000000205e-01,5.333868272488705431e-01
2.175999999999999879e-01,9.398232496529541624e-01
2.183999999999999830e-01,8.339290525529058362e-01
2.192000000000000060e-01,1.106486088676561730e+00
2.200000000000000011e-01,4.765911318085390147e-01
2.207999999999999963e-01,2.385593758901796424e-01
2.215999999999999914e-01,5.199112909419577599e-01
2.224000000000000143e-01,2.319081672763039503e-01
2.231999999999999817e-01,1.502412498046215572e-01
2.240000000000000047e-01,7.773748790746402015e-01
2.247999999999999998e-01,4.895603027928367990e-01
2.255999999999999950e-01,3.197439544780507070e-01
2.263999999999999901e-01,7.148701125311595073e-01
2.271999999999999853e-01,1.020960256865685700e+00
2.280000000000000082e-01,1.092209218326738451e+00
2.288000000000000034e-01,9.502099801769445797e-01
2.295999999999999985e-01,5.703891629432891221e-03
2.303999999999999937e-01,2.058058115500841723e+00
2.312000000000000166e-01,2.300980197933376825e+00
2.320000000000000118e-01,1.478780388940823531e+00
2.328000000000000069e-01,4.047603728712629856e-01
2.336000000000000021e-01,5.603462865041146657e-01
2.343999999999999972e-01,4.667556739749296746e-01
2.351999999999999924e-01,1.186752260638539669e+00
2.359999999999999876e-01,9.892024029546386821e-01
2.368000000000000105e-01,9.151567739606771834e-01
2.376000000000000056e-01,2.589750643869280777e-01
2.384000000000000008e-01,3.038640056252196464e-01
2.392000000000000237e-01,1.293001119076734873e-01
2.399999999999999911e-01,1.910330091175553580e-01
2.407999999999999863e-01,1.548089850954118551e+00
2.415999999999999814e-01,2.610549445225722298e+00
2.424000000000000044e-01,1.425484033073373569e+00
2.431999999999999995e-01,1.169142247544031725e-02
2.440000000000000224e-01,1.096565652465172125e+00
2.448000000000000176e-01,7.167566718682275573e-01
2.455999999999999850e-01,3.550642286614721227e-02
2.463999999999999801e-01,1.279279017354468140e+00
2.472000000000000031e-01,1.218305971134394650e+00
2.479999999999999982e-01,3.915765964168008706e-01
2.487999999999999934e-01,1.274630881924486980e-01
2.496000000000000163e-01,3.710795440976258353e-01
2.504000000000000115e-01,1.392477151765700860e+00
2.512000000000000344e-01,1.548351570017387768e+00
2.520000000000000018e-01,4.013498562591066299e-01
2.527999999999999692e-01,7.285040623888808797e-01
2.535999999999999921e-01,4.339816624020781388e-01
2.544000000000000150e-01,1.023141733313703838e+00
2.551999999999999824e-01,2.160188316916402118e-01
2.560000000000000053e-01,2.833285655670750858e-01
2.568000000000000282e-01,7.201763272112398084e-01
2.575999999999999956e-01,7.865518649533178586e-01
2.583999999999999631e-01,1.469103324689962298e+00
2.591999999999999860e-01,5.382505306966033354e-01
2.600000000000000089e-01,1.106402715459324504e-01
2.608000000000000318e-01,5.400105136063083622e-01
2.615999999999999992e-01,1.651179477330423806e+00
2.624000000000000221e-01,1.556178362220954847e+00
2.631999999999999895e-01,2.839062609970698370e-01
2.639999999999999569e-01,2.303012243067737719e-01
2.647999999999999798e-01,1.047889057589348472e+00
2.656000000000000028e-01,1.092123937294361635e+00
2.664000000000000257e-01,6.365275764408852011e-01
2.671999999999999931e-01,1.608715241453016143e+00
2.680000000000000160e-01,1.664730578619820989e+00
2.688000000000000389e-01,1.360516576178795178e+00
2.696000000000000063e-01,2.196685392510651369e-01
2.703999999999999737e-01,2.083316743340281274e+00
2.711999999999999966e-01,2.516651755039529537e+00
2.720000000000000195e-01,9.781538844486517004e-01
2.727999999999999869e-01,2.777289396291973689e-01
2.736000000000000099e-01,3.781890168231753085e-02
2.744000000000000328e-01,4.576836788677621226e-01
2.752000000000000002e-01,9.024845327780867121e-01
2.759999999999999676e-01,1.301347357609059285e+00
2.767999999999999905e-01,6.645601538720122825e-01
2.776000000000000134e-01,1.270087842827669899e-01
2.783999999999999808e-01,1.012640113869801572e-01
2.792000000000000037e-01,8.198698721570811809e-01
2.800000000000000266e-01,1.117320136583908052e+00
2.808000000000000496e-01,1.560025483177843064e+00
2.815999999999999615e-01,2.172558195475386089e+00
2.823999999999999844e-01,7.155450347195208005e-01
2.832000000000000073e-01,6.987336001662313167e-01
2.839999999999999747e-01,8.881962308317270516e-01
2.847999999999999976e-01,8.925742201829800493e-01
2.856000000000000205e-01,4.125269568065786374e-01
2.864000000000000434e-01,7.310201263539416461e-01
2.871999999999999553e-01,6.476734576161832235e-01
2.879999999999999782e-01,7.660352243368424574e-01
2.888000000000000012e-01,8.741300568021511674e-01
2.896000000000000241e-01,9.586703086573411525e-01
2.903999999999999915e-01,6.464081010264138838e-01
2.912000000000000144e-01,2.456580532490546531e+00
2.920000000000000373e-01,1.639492906677102457e+00
2.927999999999999492e-01,6.957233225370176299e-01
2.935999999999999721e-01,5.268828906618951979e-01
2.943999999999999950e-01,1.188381965625545100e-01
2.952000000000000179e-01,1.159047246670353859e-01
2.959999999999999853e-01,5.144787447386368617e-01
2.968000000000000083e-01,1.078289613790718082e+00
2.976000000000000312e-01,6.840411428644748160e-01
2.983999999999999986e-01,7.703676460259686332e-01
2.991999999999999660e-01,8.919496478310016130e-01
2.999999999999999889e-01,9.738067494028379567e-01
3.008000000000000118e-01,1.239710457004294497e+00
3.015999999999999792e-01,3.107562974291560920e+00
3.024000000000000021e-01,2.352382166922104112e+00
3.032000000000000250e-01,3.208280842489403262e-01
3.040000000000000480e-01,1.435192448038205892e+00
3.047999999999999599e-01,1.881013189034786537e+00
3.055999999999999828e-01,1.089704610708954524e+00
3.064000000000000057e-01,1.054032024457488337e+00
3.071999999999999731e-01,1.424671434864261510e+00
3.079999999999999960e-01,1.268384586176046103e+00
3.088000000000000189e-01,3.447736906764010678e-01
3.096000000000000418e-01,2.621413510468371677e-01
3.103999999999999537e-01,1.410253303289466853e+00
3.111999999999999766e-01,1.781690958272523551e+00
3.119999999999999996e-01,1.327079699857728820e-02
3.128000000000000225e-01,2.114715569669786410e-01
3.135999999999999899e-01,2.613512436054827304e-01
3.144000000000000128e-01,1.470367065650495020e+00
3.152000000000000357e-01,1.041780752249995556e+00
3.160000000000000031e-01,7.581992752545909653e-01
3.167999999999999705e-01,4.511765218916581333e-01
3.175999999999999934e-01,7.930433375924439421e-01
3.184000000000000163e-01,1.435230138143745726e-01
3.191999999999999837e-01,8.277691968631248898e-01
3.200000000000000067e-01,6.775389777360378840e-01
3.208000000000000296e-01,1.354788756748769085e+00
3.215999999999999970e-01,2.097991191400633948e+00
3.223999999999999644e-01,1.840510233931541784e+00
3.231999999999999873e-01,1.605043689865882639e-01
3.240000000000000102e-01,2.243517822799730999e-01
3.247999999999999776e-01,6.793136286855616657e-01
3.256000000000000005e-01,1.116622945340079109e+00
3.264000000000000234e-01,4.239972057348214141e-01
3.271999999999999909e-01,6.072760826272993739e-01
3.280000000000000138e-01,8.558625449234518179e-01
3.287999999999999812e-01,1.122997146146730740e+00
3.296000000000000041e-01,8.408632492877144982e-01
3.303999999999999715e-01,1.397272750240564410e+00
3.311999999999999944e-01,2.334665137387478495e+00
3.320000000000000173e-01,1.252884566266851296e+00
3.328000000000000402e-01,1.184407634923032443e-01
3.336000000000000076e-01,4.153629484269695527e-02
3.343999999999999750e-01,5.672838152758504782e-01
3.351999999999999980e-01,6.420243063523460858e-01
3.359999999999999654e-01,1.489057424913945438e+00
3.367999999999999883e-01,1.544529195419686474e+00
3.376000000000000112e-01,1.603823143101663906e-02
3.384000000000000341e-01,3.407379285479450459e-01
3.392000000000000015e-01,2.188812013703505255e-01
3.399999999999999689e-01,4.583845532192015182e-01
3.407999999999999918e-01,1.058745204495450176e+00
3.416000000000000147e-01,2.649208327448349110e+00
3.423999999999999821e-01,1.872187780890778974e+00
3.432000000000000051e-01,2.539301786748134337e-01
3.440000000000000280e-01,1.007933385872747056e+00
3.447999999999999954e-01,1.043667086625226670e+00
3.456000000000000183e-01,6.349230698692581720e-01
3.463999999999999857e-01,7.174164170611648794e-01
3.472000000000000086e-01,1.333175130314855572e+00
3.479999999999999760e-01,3.407765878653252201e-01
3.487999999999999989e-01,2.240807952477952281e-01
3.496000000000000218e-01,2.066394572605650404e-01
3.503999999999999893e-01,8.067109225976948350e-01
3.512000000000000122e-01,1.743665142193649542e+00
3.519999999999999796e-01,1.091635039438624277e+00
3.528000000000000025e-01,6.062214906961163052e-01
3.535999999999999699e-01,5.423488430049399067e-01
3.543999999999999928e-01,1.094930668381801864e+00
3.552000000000000157e-01,1.939836021327296656e-01
3.560000000000000386e-01,6.289761488245810828e-01
3.568000000000000060e-01,6.599578153347293030e-01
3.576000000000000290e-01,5.468638346957461760e-01
3.583999999999999964e-01,7.961722452725076282e-01
3.591999999999999638e-01,7.592732184665815787e-01
3.599999999999999867e-01,9.728294563955849905e-02
3.608000000000000096e-01,9.883673747670276843e-02
3.616000000000000325e-01,1.536577705149872353e+00
3.623999999999999999e-01,1.621580422246514663e+00
3.632000000000000228e-01,1.440149538050179145e-01
3.639999999999999902e-01,2.351068176581616320e-01
3.647999999999999576e-01,1.005657419033734401e+00
3.655999999999999805e-01,9.185707588632910925e-01
3.664000000000000035e-01,6.076644472398746721e-01
3.672000000000000264e-01,1.655230184160256801e+00
3.679999999999999938e-01,1.281956157170757393e+00
3.688000000000000167e-01,6.583970547144761820e-01
3.695999999999999841e-01,5.697622956641460457e-01
3.704000000000000070e-01,1.975207335188785329e+00
3.711999999999999744e-01,2.820051569461888175e+00
3.719999999999999973e-01,1.158661577717091662e+00
3.728000000000000203e-01,8.927105487830675479e-01
3.735999999999999877e-01,4.594728629605023262e-01
3.744000000000000106e-01,4.557568062241177942e-01
3.752000000000000335e-01,8.934100693460218512e-01
3.760000000000000009e-01,1.411631154510405439e+00
3.767999999999999683e-01,1.184435202239044083e+00
3.775999999999999912e-01,3.491927430448583253e-02
3.784000000000000141e-01,8.473783637117425147e-03
3.791999999999999815e-01,1.280930200855212586e+00
3.800000000000000044e-01,1.023195566668585466e+00
3.808000000000000274e-01,9.686321868983017724e-01
3.815999999999999948e-01,1.848413059794294488e+00
3.823999999999999622e-01,1.041472491997776917e+00
3.831999999999999851e-01,8.878703563724059666e-01
3.840000000000000080e-01,9.619040269073508842e-01
3.848000000000000309e-01,4.572143994165596137e-01
3.855999999999999983e-01,1.882583965895911204e-01
3.864000000000000212e-01,2.846886549624154106e-01
3.872000000000000441e-01,8.207765591857224541e-01
3.879999999999999560e-01,2.038967169931119316e-01
3.887999999999999790e-01,1.626877116383708133e-01
3.896000000000000019e-01,4.180313273525647078e-01
3.904000000000000248e-01,6.736689407600768842e-01
3.911999999999999922e-01,2.092739092738067797e+00
3.920000000000000151e-01,1.162743835388373448e+00
3.928000000000000380e-01,1.698061076692686938e-02
3.935999999999999499e-01,2.554080873596009660e-01
3.943999999999999728e-01,7.825368050475866033e-01
3.951999999999999957e-01,3.388106017884910948e-01
3.960000000000000187e-01,6.652731716357926928e-01
3.967999999999999861e-01,1.270542842146169082e+00
3.976000000000000090e-01,4.582774930979023886e-01
3.984000000000000319e-01,5.068757964247219694e-02
3.991999999999999993e-01,4.028460170263130635e-01
3.999999999999999667e-01,4.811476054817366843e-01
4.007999999999999896e-01,8.602072970836914800e-01
4.016000000000000125e-01,3.012374655069683271e+00
4.023999999999999799e-01,2.968296694898538313e+00
4.032000000000000028e-01,1.045016608575298989e+00
4.040000000000000258e-01,9.847617588355002116e-01
4.048000000000000487e-01,1.196908832036958525e+00
4.055999999999999606e-01,8.839219669733748841e-01
4.063999999999999835e-01,1.809081262419416358e-01
4.072000000000000064e-01,1.056532291168427395e+00
4.079999999999999738e-01,8.188915707705053393e-01
4.087999999999999967e-01,2.736197988674175519e-01
4.096000000000000196e-01,2.916410694136509774e-01
4.104000000000000425e-01,6.967050208129593747e-01
4.111999999999999544e-01,9.363469401699787698e-01
4.119999999999999774e-01,5.588275826623894105e-01
4.128000000000000003e-01,1.593770932381330940e+00
4.136000000000000232e-01,1.369521974872075221e-01
4.143999999999999906e-01,1.714385065445857670e+00
4.152000000000000135e-01,1.406857645228249076e+00
4.160000000000000364e-01,1.721171852483869058e+00
4.168000000000000038e-01,1.048985529164325525e+00
4.175999999999999712e-01,5.384362902367177961e-01
4.183999999999999941e-01,2.069776606678614961e-01
4.192000000000000171e-01,6.853818228681092251e-01
4.199999999999999845e-01,5.229928461118533338e-04
4.208000000000000074e-01,9.776846629653331011e-02
4.216000000000000303e-01,1.020948534675482966e+00
4.223999999999999977e-01,2.010673519346355853e+00
4.231999999999999651e-01,4.395094764661931497e-01
4.239999999999999880e-01,7.896458101308700961e-01
4.248000000000000109e-01,7.281628373874990956e-01
4.255999999999999783e-01,7.913095326242211569e-02
4.264000000000000012e-01,1.963100898840620112e-01
4.272000000000000242e-01,6.240256811485987987e-01
4.280000000000000471e-01,3.351408439277674400e-01
4.287999999999999590e-01,1.043904172912476641e-01
4.295999999999999819e-01,6.114799343641864615e-01
4.304000000000000048e-01,8.110609130576692527e-01
4.311999999999999722e-01,2.120994817640760477e+00
4.319999999999999951e-01,9.783593552120308789e-01
4.328000000000000180e-01,1.171665165271257303e+00
4.336000000000000409e-01,7.697207309229440186e-01
4.344000000000000083e-01,4.008479110354136732e-01
4.351999999999999758e-01,1.320182702690731347e+00
4.359999999999999987e-01,1.863617590946476721e+00
4.367999999999999661e-01,2.079771467941902596e+00
4.375999999999999890e-01,9.753515254564534276e-01
4.384000000000000119e-01,2.364924316369438617e-01
4.392000000000000348e-01,3.878394200286360838e-01
4.400000000000000022e-01,2.433295565083066214e-01
4.407999999999999696e-01,1.411709416167626907e-01
4.415999999999999925e-01,1.542131384606658218e+00
4.424000000000000155e-01,1.507652212981428708e+00
4.431999999999999829e-01,3.462866918020383600e-01
4.440000000000000058e-01,8.589217661687873484e-01
4.448000000000000287e-01,2.127518718907335862e-02
4.455999999999999961e-01,9.776404296136498306e-01
4.463999999999999635e-01,9.377073060021915429e-01
4.471999999999999864e-01,1.185332227831670249e+00
4.480000000000000093e-01,5.561408936861774732e-01
4.487999999999999767e-01,7.037644161310414592e-01
4.495999999999999996e-01,8.925671474898833058e-01
4.504000000000000226e-01,1.128776805742756739e+00
4.511999999999999900e-01,2.029240210937044875e+00
4.520000000000000129e-01,7.353805276391653933e-01
4.527999999999999803e-01,6.576056668423662099e-01
4.536000000000000032e-01,1.394486443488126837e-01
4.543999999999999706e-01,9.995756714106327490e-01
4.551999999999999935e-01,1.000839082512005734e-01
4.560000000000000164e-01,1.080598670385285176e-01
4.568000000000000393e-01,1.085230642157050784e+00
4.576000000000000068e-01,1.194627792519571408e+00
4.583999999999999742e-01,6.955394689489680093e-01
4.591999999999999971e-01,1.125081609316605391e+00
4.599999999999999645e-01,5.433212579317401314e-01
4.607999999999999874e-01,3.013711256984576495e-03
4.616000000000000103e-01,1.282565799331814027e+00
4.624000000000000332e-01,1.490543804208021239e+00
4.632000000000000006e-01,2.498440546568248544e-01
4.640000000000000235e-01,1.010913732063861703e+00
4.647999999999999909e-01,8.953705747396574210e-01
