sample,mean0,mean1,diff_of_means,t_first,t_second
32,9596.0294,9600.3012,-4.2717887,-0.052922855,0.35894591
33,17.136327,47.887059,-30.750732,-0.36277801,-0.75575108
34,-5388.3298,-5348.2918,-40.038031,-0.94315036,0.41049184
35,-3551.8171,-3537.7192,-14.097927,-0.28010982,-1.0070426
36,-1419.0759,-1427.7773,8.7013365,0.21717853,-0.11976204
37,-3588.911,-3604.7812,15.870156,0.3144167,0.28225488
38,-5770.8669,-5781.7851,10.918159,0.25963263,-1.6380663
39,-2712.0327,-2692.3169,-19.71579,-0.31418499,0.86718667
40,3759.5429,3767.7176,-8.1747899,-0.1258424,0.47935952
41,7162.3576,7135.6737,26.683826,0.61932929,-0.47621827
42,4430.2629,4411.4322,18.8307,0.31090717,1.2894445
43,-1619.0694,-1590.4125,-28.656839,-0.45582884,-1.0750487
44,-5541.5118,-5513.0353,-28.476543,-0.6523597,0.49569842
45,-4841.8482,-4853.6596,11.811445,0.25845885,0.86061868
46,-2453.4204,-2477.1765,23.756062,0.54229492,0.73964663
47,-1962.3184,-1977.4243,15.105946,0.36927077,1.1948101
48,-2656.862,-2655.9749,-0.88713886,-0.021833119,1.1931984
49,-2282.4751,-2271.9749,-10.5002,-0.25068054,-0.52646046
50,-1858.8735,-1886.2682,27.394766,0.67982473,0.80235907
51,-2954.7624,-2961.8698,7.1073549,0.17299785,-0.079364534
52,-3070.5371,-3045.1953,-25.341849,-0.60142472,0.95270401
53,-99.683265,-74.290196,-25.393069,-0.48546496,-0.49116059
54,3713.5673,3699.451,14.116367,0.30005753,0.0026609769
55,4585.5347,4568.6463,16.888419,0.41404795,0.22499481
56,2059.1804,2046.6949,12.485506,0.25851827,-0.012040716
57,-760.16327,-794.60392,34.440656,0.78530844,-1.9978442
58,-1968.0653,-1990.4753,22.409988,0.5573029,-2.1687313
59,-1832.1241,-1786.9804,-45.143689,-1.1399518,-1.7617457
60,-796.31673,-731.95922,-64.357519,-1.5598968,-1.7592186
61,482.11592,480.37647,1.7394478,0.04218911,-0.48407751
62,2205.2571,2139.9592,65.297927,1.5523181,-0.69415935
63,4071.0269,4037.371,33.655958,0.80878249,-0.91162367
64,4849.9984,4860.7875,-10.789084,-0.2714345,0.34924228
65,3436.6694,3466.742,-30.072573,-0.67127262,-0.55457497
66,272.50939,300.97569,-28.466299,-0.58533439,-1.451836
67,-2491.7682,-2503.178,11.409876,0.26534445,-0.51640671
68,-3341.8971,-3367.6549,25.757759,0.63888771,-0.19126946
69,-3109.0939,-3076.1161,-32.977799,-0.83172296,-0.44592121
70,-2834.2857,-2817.0039,-17.281793,-0.42406311,0.8514337
71,-2340.5714,-2369.7569,29.185434,0.72044357,1.9437656
72,-1662.1192,-1690.102,27.982777,0.68711965,1.6657017
73,-1375.8171,-1351.178,-24.639104,-0.62101903,1.6106966
74,-1188.5714,-1177.8008,-10.770644,-0.27189731,0.33104702
75,-469.05469,-497.9451,28.890404,0.71478719,1.8122623
76,779.38939,738.28392,41.105466,1.0167636,-0.31390203
77,1335.4841,1291.9467,43.537415,1.0712131,0.066201765
78,-37.720816,-64.652549,26.931733,0.6237376,0.3893317
79,-2732.1992,-2695.3286,-36.870556,-0.80876902,0.087177429
80,-4316.4735,-4265.0604,-51.413077,-1.2853405,-0.52603902
81,-3311.3861,-3327.3976,16.011525,0.36691141,-0.52710859
82,-912.92735,-953.52471,40.597359,0.92635851,0.86112271
83,401.65878,408.19451,-6.5357343,-0.16329537,-0.38489318
84,-158.82449,-137.63765,-21.186843,-0.52296373,1.9773681
85,-1115.951,-1091.062,-24.88906,-0.62373977,0.769339
86,-995.57878,-1017.1733,21.594558,0.54884231,0.10962593
87,-251.61143,-305.69412,54.082689,1.3641505,-0.088970356
88,-26.331429,-33.932549,7.6011204,0.19447811,-0.42073461
89,-372.61061,-292.34196,-80.268651,-2.0476343,-0.046474485
90,-250.67102,-198.67608,-51.994942,-1.3163513,-0.84199267
91,577.30612,514.10824,63.197887,1.5728172,0.016832667
92,1240.0849,1152.8031,87.281761,2.2618645,0.57114438
93,1008.1176,1015.4667,-7.3491156,-0.18253752,-0.6525092
94,580.44082,634.07686,-53.636046,-1.3556048,1.5740101
95,1030.3739,1046.6886,-16.31475,-0.40874293,-0.44169175
96,2144.4441,2125.0008,19.443297,0.4757641,0.28355441
97,2801.4759,2782.0675,19.408467,0.48732381,0.80939776
98,2330.8539,2315.7459,15.107995,0.38128487,-0.34297747
99,1080.738,1096.9851,-16.247139,-0.38988283,-0.41848433
100,-1.1493878,9.8384314,-10.987819,-0.27422544,-1.2564835
101,-852.32327,-832.55216,-19.771108,-0.48246716,0.87413683
102,-1656.9992,-1618.422,-38.577223,-0.95270473,1.277593
103,-2206.1976,-2167.8682,-38.329316,-0.95154452,0.34768376
104,-2200.9731,-2232.0188,31.045762,0.7608199,1.2567257
105,-1836.8261,-1882.9553,46.129172,1.1503953,-0.04087356
106,-1723.2457,-1711.5859,-11.659832,-0.28800076,-0.61449747
107,-1926.8963,-1928.4329,1.5366146,0.037809347,-0.30005315
108,-1846.4392,-1880.0439,33.604738,0.85022745,-1.2503305
109,-1201.4237,-1203.4008,1.9771108,0.048766126,-1.6800505
110,-374.38694,-329.48706,-44.89988,-1.1409357,-0.7937792
111,-96.548571,-80.815686,-15.732885,-0.39841928,-0.61333378
112,-573.02204,-597.83529,24.813253,0.62499133,-0.63736251
113,-1076.4539,-1092.9694,16.515534,0.41991592,-0.064060439
114,-1165.7927,-1177.3992,11.606563,0.2973064,-0.8212795
115,-1045.5249,-1056.4267,10.901769,0.27619484,-0.61961601
116,-308.14041,-316.83765,8.6972389,0.21872235,0.36803704
117,399.56898,404.37961,-4.8106283,-0.12318594,-2.9814102
118,416.70531,399.56078,17.144522,0.42823505,1.6456409
119,302.49796,316.1349,-13.636943,-0.35334119,-2.7061546
120,592.56163,620.12235,-27.56072,-0.69535849,0.30127358
121,-83.487347,-90.955294,7.4679472,0.18527733,-1.6896675
122,-1582.08,-1617.5184,35.438431,0.876479,0.24226444
123,-1033.7176,-1034.6416,0.92401761,0.021703542,0.86737324
124,1114.1747,1116.9631,-2.7884434,-0.066503332,0.39950803
125,1357.6359,1354.1898,3.4461144,0.08442384,0.65429826
126,4.4930612,4.9192157,-0.42615446,-0.010472845,0.44337658
127,112.64,80.414118,32.225882,0.8082136,0.0076562499
128,1002.7886,941.47765,61.310924,1.5526358,0.20017523
129,295.70612,308.30431,-12.598191,-0.30803681,-0.75750876
130,-490.57959,-414.82039,-75.7592,-1.9018174,-1.5168387
131,549.72082,577.2549,-27.534086,-0.65012721,-0.36458993
132,2083.9445,2023.0024,60.942137,1.498184,-0.49176675
133,2562.1943,2530.3843,31.809972,0.79728767,0.29818699
134,2577.6588,2597.5467,-19.887891,-0.50135405,-0.13136353
135,1926.2694,1939.3757,-13.106299,-0.31287037,0.28990512
136,492.5649,494.1302,-1.5652981,-0.037967782,0.074713331
137,-682.42286,-688.99137,6.5685154,0.16331846,0.5313992
138,-1279.1641,-1273.7757,-5.3883954,-0.13623726,-2.313143
139,-1721.5739,-1679.0588,-42.515054,-1.078925,0.31381211
140,-1933.0612,-1871.2094,-61.851813,-1.5719581,-1.3790345
141,-1641.8482,-1658.7796,16.931445,0.42942536,-1.2333039
142,-1381.5641,-1457.5937,76.029644,1.963305,0.14154671
143,-1301.8384,-1324.5741,22.73575,0.58313417,0.93918583
144,-725.9951,-699.93412,-26.060984,-0.66045793,-0.032552358
145,101.77306,105.41176,-3.6387035,-0.093460819,0.0084349715
146,385.0449,363.01804,22.026859,0.56025492,-1.7334607
147,182.75265,182.31216,0.4404962,0.011413324,0.62363555
148,133.85143,133.52157,0.32985994,0.0083816847,1.0086597
149,200.7249,201.58745,-0.86255302,-0.022286504,-0.35395481
150,231.65388,223.67373,7.9801521,0.20491496,1.1824402
151,280.03265,271.56078,8.4718687,0.22068109,-0.76510227
152,588.90449,605.66588,-16.761393,-0.42120275,-0.31041894
153,989.10041,1015.0651,-25.96469,-0.65692249,0.38931831
154,1015.8498,997.49647,18.353325,0.45475288,0.55310252
155,782.10612,750.33098,31.775142,0.80494767,0.13453772
156,548.57143,563.80235,-15.230924,-0.38861903,-0.96390819
157,47.438367,66.058039,-18.619672,-0.47077083,-1.184069
158,-353.59347,-389.82275,36.229276,0.94482869,-1.0944736
159,-71.157551,-85.534118,14.376567,0.36522396,-0.96987868
160,263.52327,316.93804,-53.414774,-1.3599001,-2.7986409
161,-19.957551,10.741961,-30.699512,-0.77972712,-0.70641211
162,-418.69061,-471.44157,52.750956,1.3349577,-0.73003749
163,-490.16163,-536.09412,45.932485,1.1572524,-0.61885638
164,-226.11592,-249.27373,23.157807,0.5903588,0.76553791
165,190.58939,190.94588,-0.3564946,-0.0087635291,0.35574596
166,683.78122,694.21176,-10.43054,-0.26530669,-0.33911653
167,756.61061,788.78118,-32.170564,-0.8143064,-0.68066713
168,450.45551,453.97333,-3.5178231,-0.090489913,0.93007745
169,117.13306,104.10667,13.026395,0.33574369,-1.8298662
170,-239.17714,-237.22667,-1.9504762,-0.049474844,0.16630005
171,-717.21796,-717.60314,0.38517807,0.010059217,-1.2331804
172,-993.17551,-998.4,5.2244898,0.13292534,-0.048982621
173,-941.45306,-943.98745,2.5343898,0.065298853,-0.39367766
174,-942.28898,-944.5898,2.3008243,0.059059053,-0.2047297
175,-1191.4971,-1209.2235,17.726387,0.45132193,0.40713247
176,-1438.6155,-1474.8612,36.245666,0.93557229,-0.67249806
177,-1663.8955,-1670.3247,6.4291957,0.16389275,1.015574
178,-1828.3624,-1829.4463,1.0838255,0.027823389,0.00047726105
179,-1713.6327,-1691.3067,-22.325986,-0.57596981,0.12709409
180,-1286.7918,-1267.2502,-19.541641,-0.50623659,0.12389819
181,-900.70204,-908.34824,7.6461945,0.19942762,-0.15903559
182,-661.10694,-704.0502,42.943257,1.093742,0.60259073
183,-495.49061,-507.98431,12.493701,0.3183833,0.19408561
184,-165.30286,-126.79529,-38.507563,-0.95910827,-0.23625875
185,283.58531,313.42431,-29.839008,-0.75838042,1.1431628
186,473.65224,448.0502,25.602049,0.64747025,-0.73231227
187,320.05224,280.09412,39.958127,1.0250158,1.5061128
188,191.73878,195.26275,-3.5239696,-0.090479908,-1.1929302
189,215.98041,270.95843,-54.978023,-1.3878724,1.1807414
190,123.82041,170.2651,-46.44469,-1.1782825,-1.1551285
191,-138.97143,-153.49961,14.528179,0.36418452,-0.19964767
192,-284.10776,-336.41412,52.306363,1.3426095,-0.5833656
193,-299.88571,-324.86902,24.983305,0.62899907,-2.0188076
194,-332.69551,-327.88078,-4.8147259,-0.12127429,-0.25250132
195,-409.07755,-399.36,-9.717551,-0.24640376,-0.99505696
196,-450.24653,-483.48863,33.242097,0.82478808,-0.51063617
197,-553.37796,-576.55216,23.174198,0.59666629,0.047411222
198,-569.57388,-553.46196,-16.111917,-0.4105606,-0.39496891
199,-518.89633,-511.29725,-7.5990716,-0.19165683,0.86347938
200,-443.87265,-483.18745,39.314798,1.0184301,1.5049962
201,-299.15429,-313.72549,14.571204,0.36907593,0.35451547
202,-81.502041,-30.218039,-51.284002,-1.3083335,1.1347646
203,40.75102,53.308235,-12.557215,-0.31719558,0.54292077
204,63.425306,24.596078,38.829228,0.99527861,-0.42410244
205,12.329796,-6.2243137,18.55411,0.47624822,-0.33929412
206,-141.79265,-140.7498,-1.0428491,-0.026355617,-2.9908196
207,-329.03837,-348.66196,19.623593,0.49903024,-0.30975005
208,-454.42612,-463.71137,9.2852501,0.23996584,-1.5770867
209,-583.36653,-536.79686,-46.569668,-1.203226,-1.0372735
210,-768.20898,-741.29569,-26.913293,-0.69873298,-0.78553187
211,-957.54449,-971.4949,13.950412,0.35954382,-0.31469178
212,-1099.2327,-1129.211,29.978327,0.77280398,-0.50589273
213,-1223.9935,-1240.4455,16.452021,0.41468778,-1.1409778
214,-1196.5127,-1198.4816,1.9689156,0.049992381,1.1383684
215,-1048.6596,-1027.5137,-21.145866,-0.52952402,0.32383071
216,-898.92571,-875.21882,-23.706891,-0.6013903,-0.39189437
217,-773.01551,-799.62353,26.608019,0.67225028,-0.49356699
218,-557.34857,-574.84549,17.496919,0.4430773,-0.23819277
219,-268.53878,-239.83686,-28.701913,-0.73217721,-0.49998012
220,46.811429,63.648627,-16.837199,-0.42145841,0.015639736
221,325.79918,305.09176,20.707419,0.52760391,0.35046002
222,504.47673,483.48863,20.988107,0.52760806,0.51810519
223,481.17551,489.61255,-8.4370388,-0.21547628,0.29551136
224,408.65959,389.12,19.539592,0.49967109,-1.6394131
225,395.49388,379.08078,16.413093,0.41614694,0.3323821
226,438.75265,414.82039,23.932261,0.60519986,-0.76149529
227,411.37633,375.96863,35.407699,0.90258453,-0.68115756
228,310.33469,286.11765,24.217047,0.61524282,0.148743
229,108.35592,136.9349,-28.578984,-0.72661131,0.67099836
230,-61.64898,-24.796863,-36.852117,-0.92951809,0.060761162
231,-157.46612,-154.60392,-2.8622009,-0.074111589,0.67955974
232,-211.80082,-226.18353,14.382713,0.36453764,0.17001246
233,-327.57551,-341.93569,14.360176,0.36371889,0.042702156
234,-397.06122,-403.77725,6.7160304,0.17220754,0.4658108
235,-302.60245,-302.28078,-0.32166467,-0.0081367717,-1.1401666
236,-83.173878,-93.465098,10.29122,0.26225065,-1.975153
237,3.2391837,-34.334118,37.573301,0.95889909,0.17348062
238,-282.85388,-258.91137,-23.942505,-0.61409254,-2.1644504
239,-487.65388,-405.7851,-81.86878,-2.1149092,0.25151332
240,-203.54612,-178.49725,-25.048868,-0.65059353,-1.2568721
241,-172.72163,-225.98275,53.261112,1.3764284,-0.083460039
242,-312.63347,-354.78588,42.152413,1.1007343,-0.91315851
243,-217.02531,-206.30588,-10.719424,-0.27357975,-0.51010833
244,-377.52163,-365.82902,-11.692613,-0.29632717,-0.22644166
245,-1269.8645,-1245.5655,-24.299,-0.61689853,0.48192965
246,-1308.3167,-1308.3106,-0.0061464586,-0.00015090204,-0.85175355
247,-106.4751,-128.50196,22.026859,0.55396003,-0.3624189
248,-77.426939,-60.536471,-16.890468,-0.41217259,-2.1855238
249,-1205.6033,-1140.9569,-64.646403,-1.5990241,-0.85812276
250,-879.69959,-877.22667,-2.4729252,-0.06022681,-0.23089934
251,606.66776,562.89882,43.768932,1.0642316,1.3933975
252,786.49469,812.7749,-26.280208,-0.66276858,0.42111335
253,732.89143,765.08863,-32.197199,-0.80083877,2.1964196
254,2086.1388,2035.8525,50.286226,1.2088942,-0.73624222
255,2334.0931,2316.8502,17.242865,0.41935397,-0.56794337
256,476.26449,519.7302,-43.465706,-1.0058688,-0.86104103
257,-568.52898,-575.54824,7.0192557,0.17762003,0.30609793
258,810.21388,733.56549,76.648387,1.8060257,-1.0809152
259,2213.0939,2225.3929,-12.299064,-0.30970168,-0.32513268
260,1614.2629,1662.0925,-47.829692,-1.1903955,-0.84197442
261,1378.4294,1368.8471,9.5823289,0.24002215,0.79080032
262,2558.4327,2523.8588,34.57383,0.84941299,0.41514157
263,2669.6098,2646.9396,22.670188,0.56526606,-0.27527775
264,1644.0424,1604.9694,39.073037,0.98186597,-0.22487459
265,1116.16,1110.8392,5.3207843,0.13574352,0.78435133
266,1387.102,1453.2769,-66.174822,-1.694801,-1.0400122
267,1419.3894,1448.458,-29.068651,-0.73243419,-0.15330262
268,808.43755,780.64941,27.788139,0.7039978,-0.89770015
269,573.96245,588.69961,-14.737159,-0.37833851,-0.56288331
270,826.51429,854.33725,-27.822969,-0.70728076,-0.31152566
271,726.09959,698.32784,27.771749,0.70749306,-0.86343505
272,753.99837,730.25255,23.745818,0.59346268,1.4372126
273,1146.671,1188.8439,-42.172901,-1.054999,0.85236009
274,1209.0514,1205.3082,3.7431933,0.095672364,0.24402735
275,1176.8686,1158.3247,18.543866,0.46824599,1.0675559
276,1291.8073,1303.291,-11.483633,-0.29502579,-0.59257801
277,1106.6514,1100.298,6.3533894,0.16426304,0.047987837
278,1084.3951,1034.1396,50.255494,1.2730188,0.5965016
279,1228.2776,1274.88,-46.602449,-1.1804806,-1.1102034
280,1036.6433,1127.3035,-90.660264,-2.2971072,1.365106
281,683.0498,671.52314,11.526659,0.28919367,0.098525357
282,645.85143,583.98118,61.870252,1.5561112,0.74884503
283,681.79592,673.63137,8.1645458,0.20451131,0.4634453
284,617.53469,631.86824,-14.333541,-0.35953828,0.78344607
285,627.04327,650.13961,-23.096343,-0.57924394,-0.48034815
286,747.72898,779.04314,-31.314158,-0.78700729,0.063548888
287,829.85796,807.85569,22.002273,0.55917776,-1.4689226
288,687.64735,618.11451,69.532837,1.7562959,-1.0644578
289,469.47265,504.16941,-34.696759,-0.87746208,-0.14044673
290,663.71918,751.53569,-87.816503,-2.2180516,-1.2192107
291,962.24653,934.55059,27.695942,0.70362417,-1.4121678
292,1016.4767,914.47216,102.00458,2.6178444,0.79328453
293,794.85388,777.03529,17.818583,0.45122722,-0.98442487
294,560.58776,571.43216,-10.844402,-0.28029254,0.17715649
295,368.32653,358.4,9.9265306,0.25622574,0.55382387
296,280.13714,300.47373,-20.336583,-0.52615786,-0.41140014
297,292.25796,313.6251,-21.367139,-0.5509862,0.80932952
298,286.92898,280.19451,6.7344698,0.1722493,-1.5978633
299,222.35429,214.33725,8.0170308,0.20954552,1.8685737
300,-38.974694,-20.379608,-18.595086,-0.47754793,-0.28538596
301,-320.67918,-314.9302,-5.7489876,-0.14797951,-0.60019345
302,-400.09143,-373.96078,-26.130644,-0.66787533,1.6050711
303,-605.10041,-545.73176,-59.368643,-1.4900437,-0.14745539
304,-848.77061,-857.34902,8.5784074,0.21826809,0.80864199
305,-1027.7616,-1058.3341,30.572485,0.76666067,0.23041807
306,-1049.809,-1026.9114,-22.897607,-0.57724071,-1.7238757
307,-1005.6098,-985.44941,-20.160384,-0.51390452,0.43493102
308,-1108.6367,-1171.0745,62.437775,1.5799957,-1.3242249
309,-1199.8563,-1198.582,-1.2743657,-0.031963104,-0.30036248
310,-964.02286,-877.72863,-86.29423,-2.1782498,-1.6764907
311,-740.51918,-724.5302,-15.988988,-0.40612406,-0.58992094
312,-682.52735,-769.3051,86.777751,2.1662513,0.12215987
313,-650.34449,-703.04627,52.701785,1.3201605,-0.43217703
314,-521.50857,-547.73961,26.231036,0.65794849,0.82757869
315,-468.74122,-487.40392,18.662697,0.46920056,-0.041359316
316,-588.69551,-554.56627,-34.129236,-0.86386818,0.28895808
317,-653.37469,-629.15765,-24.217047,-0.61891437,1.2798197
318,-541.15265,-584.48314,43.330484,1.1128457,-0.2577311
319,-548.98939,-574.84549,25.856102,0.65574824,0.76293878
320,-601.65224,-565.30824,-36.34401,-0.91046168,-0.35695064
321,-467.48735,-471.04,3.5526531,0.092057732,-0.39042935
322,-363.31102,-411.90902,48.597999,1.2183756,0.77130601
323,-381.38776,-358.70118,-22.686579,-0.5894718,-0.65908383
324,-297.69143,-277.48392,-20.207507,-0.51402516,0.56672499
325,-269.06122,-306.39686,37.335638,0.95506572,-0.36313764
326,-310.64816,-325.87294,15.224778,0.39317379,0.29983064
327,-244.08816,-210.92392,-33.164242,-0.84495886,-0.85707075
328,-71.366531,-95.372549,24.006018,0.63135903,-0.70497328
329,-55.275102,-70.575686,15.300584,0.39477963,0.42565706
330,-78.053878,-23.491765,-54.562113,-1.4035468,-0.99726869
331,-42.422857,-21.383529,-21.039328,-0.54616,0.60602136
332,-20.68898,-72.282353,51.593373,1.3043434,1.4846747
333,-78.785306,-87.04,8.2546939,0.21261291,-1.4231616
334,-134.37388,-87.943529,-46.430348,-1.1891653,0.63345855
335,-129.88082,-105.71294,-24.167875,-0.61710306,-1.2716639
336,-135.2098,-151.0902,15.8804,0.4021396,0.61351716
337,-237.50531,-252.68706,15.181753,0.39586045,-0.52703744
338,-322.87347,-336.21333,13.339864,0.34018819,-0.42847566
339,-415.86939,-366.73255,-49.136839,-1.2582767,0.24317636
340,-445.44,-362.2149,-83.225098,-2.1095877,-0.56807036
341,-377.20816,-389.52157,12.313405,0.31332422,-0.42245531
342,-245.13306,-367.63608,122.50302,3.1227316,-0.80502765
343,-234.99755,-277.98588,42.988331,1.0803459,-0.013607478
344,-225.48898,-170.86745,-54.621529,-1.3688655,-0.33844876
345,-113.99837,-102.50039,-11.497975,-0.29332788,-0.15665607
346,-11.493878,-47.987451,36.493573,0.91285031,0.18441282
347,60.499592,57.72549,2.7741016,0.071731882,0.34492831
348,124.86531,131.71451,-6.8492037,-0.17429617,-0.018370354
349,191.63429,182.71373,8.9205602,0.22732847,1.0721046
350,300.09469,302.08,-1.9853061,-0.051115388,-0.81256736
351,380.55184,391.42902,-10.877183,-0.27468483,0.35637874
352,455.99347,443.03059,12.962881,0.33254738,0.97029485
353,510.53714,518.52549,-7.9883473,-0.20425716,0.57003959
354,537.70449,548.14118,-10.436687,-0.26762704,0.79819835
355,485.66857,495.73647,-10.067899,-0.25869655,-0.06405168
356,426.94531,437.7098,-10.764498,-0.27031192,0.29046776
357,392.25469,418.5349,-26.280208,-0.67776833,0.49636334
358,431.54286,423.35373,8.1891317,0.2121079,-0.55635514
359,405.5249,389.22039,16.304506,0.41618908,0.21582476
360,340.53224,381.18902,-40.656775,-1.0551164,-0.88145265
361,247.53633,283.00549,-35.469164,-0.90539958,0.4455535
362,208.66612,167.25333,41.412789,1.0474173,-0.1894814
363,418.89959,377.5749,41.32469,1.0424777,-1.2281659
364,492.77388,521.03529,-28.261417,-0.71404685,0.95599163
365,71.88898,107.11843,-35.229452,-0.87601644,-1.3715157
366,30.197551,13.251765,16.945786,0.42835637,0.98246348
367,182.85714,179.40078,3.4563585,0.086664636,-0.32093525
368,-25.6,-28.109804,2.5098039,0.063661064,0.7129147
369,-2.0897959,-0.90352941,-1.1862665,-0.029420995,-0.25113961
370,774.1649,774.12392,0.040976391,0.0010213675,-0.12137277
371,655.25551,676.64314,-21.387627,-0.51797578,-1.0878461
372,-674.69061,-722.42196,47.731349,1.1683531,0.076443277
373,-555.0498,-614.19922,59.14942,1.4175118,-1.4066853
374,974.57633,987.75843,-13.182105,-0.31967775,-0.38428006
375,1004.0424,1035.0431,-31.000688,-0.75176129,1.4556781
376,-136.56816,-164.14118,27.573013,0.69122615,0.36901509
377,136.56816,81.016471,55.551693,1.3625468,0.7877635
378,794.6449,781.85412,12.79078,0.32322425,2.3003203
379,-348.57796,-326.77647,-21.801489,-0.51181783,0.26683203
380,-1552.5094,-1507.7898,-44.719584,-1.1357797,0.60566109
381,-789.31592,-752.33882,-36.977095,-0.88723834,0.17964243
382,658.28571,606.46902,51.816695,1.2791218,0.084079721
383,1440.7053,1358.1051,82.600208,2.0937653,0.72506268
384,2210.4816,2219.8714,-9.3897399,-0.2328089,-0.064107209
385,2564.0751,2657.3804,-93.30529,-2.3750508,-1.2049596
386,1972.4539,1986.1584,-13.704554,-0.33579629,0.96354405
387,1029.6424,1004.4235,25.21892,0.64223348,-0.85469575
388,271.67347,291.43843,-19.764962,-0.49568774,0.081365703
389,-202.81469,-167.6549,-35.159792,-0.90967218,-0.27007626
390,-108.87837,-91.557647,-17.32072,-0.44050415,0.18033194
391,498.83429,512.30118,-13.466891,-0.33851804,-0.87009469
392,903.62776,865.07922,38.548539,0.98298021,0.30666369
393,837.69469,773.72235,63.972341,1.6222882,-0.55443879
394,974.78531,996.39216,-21.606851,-0.54432961,1.2409966
395,1297.8678,1367.3412,-69.473421,-1.7626283,-0.033307326
396,1276.5518,1249.6816,26.870268,0.67572125,0.5718521
397,963.6049,906.84235,56.762545,1.4427731,0.41935093
398,843.85959,878.33098,-34.471389,-0.86471596,0.86046105
399,908.64327,947.50118,-38.857911,-0.9813451,1.0411705
400,795.27184,765.79137,29.480464,0.74051249,1.9825862
401,329.14286,340.12863,-10.98577,-0.27241465,0.42112156
402,40.85551,59.532549,-18.677039,-0.4702872,1.860968
403,197.90367,147.77725,50.126419,1.2416509,-0.77734469
404,381.38776,347.15608,34.231677,0.84575169,-0.15539023
405,516.80653,571.23137,-54.424842,-1.3535168,-0.02254566
406,691.93143,719.91216,-27.980728,-0.69438937,-0.84350843
407,427.9902,395.74588,32.244322,0.81455065,1.0960711
408,30.093061,8.0313725,22.061689,0.55965023,-0.43075143
409,251.50694,257.70667,-6.1997279,-0.1570191,1.5263525
410,516.49306,541.81647,-25.323409,-0.64895918,-1.4123683
411,161.22776,194.56,-33.332245,-0.83151399,0.58030948
412,-257.88082,-284.00941,26.128595,0.66300399,0.23155458
413,-288.49633,-365.52784,77.031517,1.9456164,-0.72279573
414,-161.01878,-162.33412,1.3153421,0.033283548,0.76908287
415,-32.391837,56.018824,-88.41066,-2.2176369,-0.20186021
416,208.45714,227.18745,-18.730308,-0.47011276,0.25516644
417,154.33143,129.10431,25.227115,0.63654195,-0.44877771
418,-81.293061,-79.410196,-1.8828651,-0.048110965,0.29496562
419,-49.632653,-36.743529,-12.889124,-0.32408282,-0.17140523
420,184.52898,147.07451,37.45447,0.94175832,-0.64045701
421,197.90367,186.12706,11.776615,0.29605243,0.78685936
422,237.08735,245.45882,-8.3714766,-0.20859069,0.46187221
423,447.5298,425.06039,22.469404,0.56749922,-0.84984906
424,421.19837,425.86353,-4.6651621,-0.11934669,0.067566026
425,134.89633,160.0251,-25.128772,-0.64033723,-0.69669731
426,38.452245,-4.4172549,42.8695,1.1096547,-1.1400916
427,19.957551,-40.357647,60.315198,1.5087751,0.36885663
428,-188.49959,-160.92863,-27.570964,-0.70174778,0.7389928
429,-281.39102,-225.78196,-55.60906,-1.3840432,1.0056783
430,-86.413061,-92.059608,5.6465466,0.14251072,2.4238032
431,27.167347,10.741961,16.425386,0.40442018,-0.95656464
