proj,label
-322.91159,1
-329.9852,1
-268.09323,0
-304.15656,0
-295.98434,0
-286.97781,0
-330.44504,1
-277.06955,0
-284.53842,0
-340.86774,1
-282.38043,0
-349.97098,1
-284.42459,0
-339.70325,1
-342.23212,1
-279.51697,0
-337.80606,1
-283.93204,0
-336.56943,1
-295.49066,0
-342.22012,1
-294.53601,0
-286.0047,0
-286.25464,0
-336.85861,1
-281.22662,0
-283.64114,0
-341.25974,1
-287.31372,0
-278.85251,0
-282.94257,0
-296.29166,0
-281.67828,0
-331.71628,1
-330.43594,1
-279.07764,0
-335.74356,1
-288.88425,0
-334.91879,1
-275.60919,0
-277.71091,0
-295.07812,0
-289.02756,0
-328.85025,1
-333.19186,1
-331.17975,1
-283.4184,0
-335.9866,1
-324.49448,1
-280.01425,0
-334.66977,1
-279.74725,0
-335.97461,1
-278.98541,0
-349.35898,1
-327.58804,1
-336.56299,1
-289.93204,0
-280.60312,0
-336.17249,1
-292.04688,0
-281.84427,0
-347.76608,1
-330.13614,1
-279.21039,0
-340.26764,1
-278.24945,0
-332.87119,1
-272.62003,0
-329.61639,1
-277.12021,0
-334.73907,1
-275.47101,0
-341.28677,1
-336.91867,1
-280.47891,0
-330.88409,1
-330.66992,1
-282.05374,0
-341.15802,1
-338.84796,1
-289.89722,0
-294.47171,0
-337.71545,1
-331.49841,1
-276.11426,0
-293.39334,0
-343.2085,1
-340.70438,1
-337.61676,1
-279.63168,0
-298.96118,0
-336.7298,1
-279.26819,0
-290.00714,0
-339.47635,1
-285.82031,0
-284.08359,0
-345.59161,1
-281.77377,0
-286.41037,0
-326.7438,1
-343.06589,1
-337.71954,1
-286.15002,0
-329.26392,1
-338.87631,1
-334.40863,1
-329.65057,1
-336.29828,1
-338.84018,1
-338.99899,1
-331.11859,1
-284.01154,0
-286.05072,0
-336.51553,1
-338.28204,1
-287.76236,0
-277.61789,0
-282.50977,0
-276.83923,0
-282.31522,0
-334.53168,1
-278.73093,0
-278.08725,0
-329.73215,1
-337.66217,1
-286.88513,0
-342.23361,1
-334.21796,1
-337.41794,1
-327.21652,1
-326.20312,1
-337.3096,1
-339.46472,1
-345.87372,1
-286.91278,0
-285.66608,0
-329.37985,1
-332.39468,1
-342.30975,1
-279.83362,0
-286.45093,0
-280.24591,0
-334.72131,1
-330.82913,1
-282.27301,0
-280.14789,0
-294.21155,0
-334.05487,1
-335.40759,1
-329.01544,1
-328.31964,1
-336.58011,1
-334.08783,1
-281.47229,0
-332.67609,1
-286.95825,0
-279.07065,0
-333.03149,1
-282.63614,0
-325.19235,1
-339.81168,1
-325.18866,1
-283.18674,0
-347.08652,1
-270.62735,0
-295.42758,0
-329.74655,1
-284.87271,0
-334.25592,1
-286.43466,0
-334.14545,1
-335.08636,1
-283.24063,0
-298.10623,0
-298.61612,0
-279.84827,0
-294.75613,0
-283.48413,0
-279.75424,0
-284.91504,0
-332.03256,1
-341.2251,1
-325.9068,1
-275.40289,0
-334.68756,1
-332.6051,1
-335.86267,1
-289.62817,0
-278.80948,0
-333.60501,1
-332.00085,1
-335.52628,1
-333.47903,1
-280.28543,0
-325.25168,1
-278.83481,0
-279.14056,0
-326.54501,1
-327.60315,1
-331.47922,1
-333.12735,1
-338.81232,1
-332.01419,1
-333.80099,1
-333.16556,1
-337.02655,1
-290.56985,0
-334.9184,1
-327.46555,1
-337.79419,1
-342.86749,1
-295.08115,0
-343.54196,1
-280.20969,0
-334.53687,1
-284.89352,0
-276.707,0
-343.64047,1
-334.79706,1
-335.71655,1
-340.60019,1
-287.39291,0
-289.62146,0
-341.90125,1
-275.59644,0
-286.93759,0
-341.36411,1
-327.84854,1
-331.56268,1
-333.26913,1
-338.45801,1
-332.35675,1
-280.54572,0
-298.13791,0
-339.42294,1
-281.47812,0
-331.87802,1
-340.48618,1
-273.56827,0
-333.85742,1
-278.30154,0
-342.69156,1
-287.21982,0
-285.72144,0
-348.22171,1
-328.07889,1
-271.71841,0
-293.00226,0
-331.11932,1
-286.97665,0
-338.46619,1
-281.27786,0
