sample,welch_t
1564,-0.353493
1565,-0.20475
1566,1.36465
1567,-0.500492
1568,-0.0548424
1569,0.846665
1570,0.392
1571,-0.477724
1572,0.211891
1573,-0.160241
1574,-0.001502
1575,-0.424545
1576,-0.558137
1577,0.765873
1578,-0.800556
1579,1.54979
1580,-0.722543
1581,0.695773
1582,0.536243
1583,0.836458
1584,-0.681443
1585,1.38002
1586,-1.35293
1587,0.459811
1588,-0.179275
1589,-0.294224
1590,-0.825432
1591,0.12774
1592,-0.583963
1593,-0.215786
1594,0.494392
1595,-0.182473
1596,-0.0477588
1597,0.924167
1598,0.0636545
1599,0.57493
1600,0.556607
1601,-0.872055
1602,0.188471
1603,-0.614323
1604,0.719007
1605,-1.16393
1606,-0.552216
1607,0.768042
1608,0.460806
1609,-0.672352
1610,1.68341
1611,-0.815674
1612,0.804768
1613,0.456879
1614,0.317643
1615,-0.698733
1616,0.762819
1617,-0.773501
1618,0.418952
1619,-0.542161
1620,-0.353444
1621,-1.22082
1622,0.39804
1623,0.62708
1624,-0.522785
1625,0.921263
1626,-0.11137
1627,1.00785
1628,-0.585227
1629,1.22444
1630,-0.540503
1631,-0.145003
1632,0.343842
1633,-0.0124093
1634,-0.841132
1635,0.840652
1636,-1.42618
1637,0.894847
1638,-0.286971
1639,-0.226351
1640,-0.25833
1641,0.898089
1642,0.345572
1643,-0.00274263
1644,0.862986
1645,-0.283003
1646,-0.442421
1647,0.929184
1648,-0.666562
1649,-0.154376
1650,0.314498
1651,-1.22211
1652,0.636496
1653,-0.650603
1654,0.854651
1655,0.0568644
1656,-0.207426
1657,1.12187
1658,0.626631
1659,-0.329064
1660,0.717579
1661,-0.786603
1662,0.245013
1663,0.011391
1664,-0.834383
1665,-0.569676
1666,0.432014
1667,-0.613952
1668,0.37725
1669,0.117927
1670,0.519345
1671,0.0426081
1672,0.624809
1673,0.704177
1674,-0.0962353
1675,-0.386306
1676,-0.183165
1677,0.0521698
1678,-0.591508
1679,0.810549
1680,-1.53572
1681,0.888682
1682,-0.743113
1683,1.09133
1684,-0.666617
1685,0.922372
1686,0.703457
1687,-0.183092
1688,1.73246
1689,-0.850764
1690,-0.507577
1691,1.96582
1692,-2.02161
1693,0.455665
1694,-0.3394
1695,-0.542307
1696,0.392434
1697,0.26488
1698,1.01989
1699,-0.582355
1700,0.648992
1701,0.483729
1702,-0.0961626
1703,0.218134
1704,0.736283
1705,-0.975576
1706,0.34563
1707,-0.50594
1708,1.01674
1709,-1.27791
1710,0.766142
1711,-0.285272
1712,-0.00608957
1713,1.16471
1714,-0.809187
1715,0.387137
1716,1.22818
1717,-0.947592
1718,1.33441
1719,-0.552178
1720,0.12046
1721,-0.417512
1722,0.000651321
1723,0.777797
1724,-1.00487
1725,0.160867
1726,-0.0711564
1727,0.262552
