sample,welch_t
1357,-7.02057
1358,-8.59359
1359,-1.13504
1360,-6.12178
1361,-5.89135
1362,-5.7037
1363,-6.76356
1364,-1.63805
1365,-3.12916
1366,-6.90675
1367,-4.72372
1368,-4.79069
1369,-5.11811
1370,-5.96194
1371,-3.96174
1372,-2.17359
1373,-5.0195
1374,-6.17505
1375,1.84722
1376,4.40043
1377,-0.17199
1378,-2.60704
1379,-4.17935
1380,-0.289453
1381,0.22645
1382,1.23794
1383,-0.283916
1384,-0.34263
1385,-0.779778
1386,0.123542
1387,-0.230194
1388,-1.60708
1389,-1.57696
1390,1.84765
1391,1.97222
1392,-0.229171
1393,-1.47813
1394,-1.67874
1395,1.37359
1396,2.50744
1397,1.91943
1398,-1.47314
1399,-0.286842
1400,0.788168
1401,-0.710252
1402,0.342192
1403,0.974434
1404,0.703913
1405,-1.98506
1406,1.4309
1407,-0.953457
1408,-2.27905
1409,-1.44145
1410,0.770418
1411,0.614201
1412,-0.933052
1413,-1.04003
1414,-0.948236
1415,-1.68072
1416,-1.31854
1417,-2.22623
1418,-2.1705
1419,-0.386514
1420,-1.49836
1421,-1.4228
1422,2.08104
1423,2.19156
1424,-2.80521
1425,-3.21448
1426,0.766184
1427,2.05975
1428,-0.705692
1429,-1.37446
1430,-1.38103
1431,-0.792058
1432,-1.67486
1433,-2.92736
1434,-1.17949
1435,-0.495704
1436,-0.473514
1437,-0.0150191
1438,-3.00051
1439,-3.24149
1440,-2.46714
1441,-1.7407
1442,0.260657
1443,-1.1966
1444,-3.57259
1445,-1.58884
1446,-3.41584
1447,-2.98808
1448,-3.90717
1449,-3.87005
1450,-3.66177
1451,-3.16647
1452,-2.19184
1453,1.40897
1454,0.979151
1455,-3.56473
1456,-4.10075
1457,-2.37941
1458,-0.230114
1459,-3.12053
1460,-2.32448
1461,-1.09627
1462,-3.24091
1463,-5.52987
1464,-3.95421
1465,-3.1097
1466,-2.61358
1467,-2.45882
1468,-3.39172
1469,-1.18557
1470,-4.21511
1471,-2.50702
1472,-4.15504
1473,-2.3149
1474,-2.41333
