sample,mean0_minus_mean1
553,163.206
554,184.128
555,109.802
556,214.092
557,254.963
558,305.181
559,278.421
560,281.018
561,349.135
562,219.721
563,-2912.79
564,-3393.93
565,-1068.58
566,706.63
567,583.867
568,-727.888
569,-1268.46
570,-1066.09
571,-1114.18
572,-1163.65
573,-859.32
574,-466.734
575,-278.574
576,-494.258
577,-668.326
578,-6461.09
579,-11369.8
580,-8173.41
581,-1095.3
582,752.441
583,-1649.1
584,-4725.08
585,-5062.76
586,-4818.67
587,-4963.8
588,-4445.13
589,-2955.98
590,-2409.45
591,-2882.15
592,-3327.29
593,-3721.37
594,-15697.7
595,-18175.1
596,-9316.78
597,-1746.25
598,-1502.17
599,-6074.85
600,-8896.99
601,-8556.33
602,-8388.53
603,-8432.25
604,-7083.66
605,-5261.26
606,-4935.76
607,-5792.49
608,-6058.05
609,-5173.58
610,-5377.53
611,-5671.84
612,-5277.36
613,-4578.75
614,-4175.16
615,-4280.86
616,-4306.24
617,-4035.95
618,-3953.46
619,-3891.35
620,-3568.97
621,-3212.39
622,-3189.2
623,-3161.92
624,-2989.06
625,-2382.85
626,-3115.18
627,-3427.99
628,-2679.29
629,-2258.13
630,-2138.28
631,-2312.18
632,-2294.17
633,-2180.39
634,-2106.59
635,-2096.08
636,-1809.46
637,-1629.67
638,-1527.63
639,-1535.19
640,-1272.83
641,-282.822
642,-178.715
643,-995.784
644,-1314.67
645,-1052.26
646,-442.536
647,-325.258
648,-526.115
649,-330.643
650,-155.528
651,-291.401
652,-414.542
653,-263.045
654,-63.9326
655,-71.6436
656,554.768
657,78.4199
658,-291.705
659,-107.627
660,128.547
661,258.497
662,275.485
663,212.597
664,349.564
665,229.619
666,322.112
667,340.73
668,359.979
669,421.126
670,493.907
671,535.898
672,1493.58
673,690.523
674,303.082
675,354.889
676,604.627
677,1126.27
678,983.182
679,985.662
680,994.536
681,992.157
682,921.786
683,812.098
684,892.187
685,1030.27
686,1057.83
687,1466.57
688,851.494
689,296.021
690,492.613
691,937.904
692,1139.89
693,1097.78
694,956.065
695,998.38
696,896.982
697,934.384
698,912.783
699,910.493
700,1030.99
701,1146.74
702,1080.86
703,1788.61
704,1116.28
705,1194.93
706,860.559
707,939.135
708,1427.34
709,1515.25
710,1415.67
711,1449.37
712,1424.14
713,1370.06
714,1335.8
715,1316.44
716,1428.86
717,1463.75
718,1509.22
719,898.713
720,534.438
721,789.07
722,1302.87
723,1481.99
724,1323.41
725,1070.68
726,1069.6
727,1154.7
728,944.544
729,1083.17
730,1205.94
731,1286.03
732,1125.84
733,1128.38
734,1634.16
735,877.797
736,686.41
737,1006.66
738,1177.24
739,1349.5
740,1309.16
741,1171.12
742,1244.67
743,1266.58
744,1228.6
745,1191.9
746,1242.53
747,1334.99
748,1312.85
749,1207.04
750,1724.69
751,1408.28
752,1238.43
753,1149.14
754,1229.58
755,1512.35
756,1490.39
757,1400.38
758,1297.58
759,1364.21
760,1363.37
761,1368.63
762,1430.82
763,1376.92
764,1337.61
765,1639.15
766,1145.95
767,571.824
768,880.521
769,1310.29
770,1565.49
771,1495.3
772,1266.97
773,1113.2
774,1166.18
775,1277.92
776,1201.15
777,1295.6
778,1359.06
779,1366.5
780,1214.8
781,1601.46
782,247.082
783,-71.3398
784,828.454
785,1445.47
786,1427.75
787,1017.75
788,837.164
789,874.537
790,820.781
791,914.315
792,958.52
793,1040.72
794,1091.17
795,1041.79
