sample,mean0,mean1,diff_of_means,t_first,t_second
37,1768.0565,1775.2425,-7.1860776,-0.11437987,-1.1585186
38,1814.5882,1916.4839,-101.89569,-1.5788304,-0.83218132
39,2416.9412,2536.6593,-119.71809,-1.6447015,-1.2526838
40,2263.4918,2374.6207,-111.12892,-1.711191,-1.3690173
41,1871.8118,1890.0012,-18.189404,-0.28586434,-0.77781479
42,1041.1671,1055.8691,-14.702024,-0.2302813,-0.53808106
43,641.80706,744.36002,-102.55296,-1.6579152,-0.11188358
44,972.64941,1089.384,-116.73457,-1.8756712,0.61099728
45,1323.0682,1359.149,-36.0808,-0.5729489,-0.21397386
46,1513.5624,1485.8773,27.685088,0.42262255,-2.4526757
47,6168.5459,6433.6645,-265.11864,-3.4899412,-1.6700245
48,7086.3812,7509.5827,-423.20152,-6.2053899,-1.6374798
49,3502.2306,3792.8697,-290.63908,-3.6525449,-2.1178445
50,610.48471,531.30099,79.183712,1.1954955,0.033096295
51,354.18353,326.62069,27.56284,0.42799993,-0.81140318
52,2250.9929,2388.2361,-137.24318,-2.1462156,0.56229824
53,3229.2141,3525.7978,-296.58366,-4.6782253,-0.74659174
54,3325.7412,3444.7037,-118.96251,-1.8051209,-1.0808713
55,3685.1953,3875.9088,-190.71353,-2.6302569,-0.1331121
56,3637.9106,3677.6622,-39.751598,-0.62091985,1.0751805
57,2607.4353,2800.7387,-193.30346,-3.006765,0.6399276
58,1748.9318,1876.0865,-127.15473,-1.9892592,-0.36281758
59,1715.0494,1903.3174,-188.26795,-2.9180389,-1.6535706
60,2198.7388,2311.1818,-112.44294,-1.8048661,-1.3038335
61,2339.2376,2445.2414,-106.00373,-1.6860005,3.0680155
62,3817.4118,3983.0368,-165.62506,-1.7939223,-1.4560498
63,8096.9788,9166.3261,-1069.3473,-13.865586,-0.97807113
64,7684.9694,8842.5482,-1157.5788,-13.400959,0.55250183
65,3085.4024,3541.6575,-456.25516,-5.8874747,-2.7648094
66,1007.8871,956.37171,51.515346,0.79765809,-0.62970305
67,1756.3106,1788.858,-32.54739,-0.48901544,0.075737123
68,3710.7953,4159.5885,-448.79325,-6.9461935,0.096766165
69,4155.3318,4732.9328,-577.60102,-8.8455901,0.67302257
70,4458.6165,4902.1531,-443.53666,-6.1021248,-1.3563747
71,4570.8047,5117.3068,-546.50213,-8.291772,-0.65391449
72,4048.1129,4578.2256,-530.11266,-7.9643802,0.010770984
73,3074.56,3472.9819,-398.42188,-6.1397035,-0.71526923
74,2398.5694,2713.3606,-314.7912,-4.9793816,-1.9861061
75,2660.5929,2911.7569,-251.16393,-3.9212326,0.69909492
76,3042.7859,3370.6417,-327.85585,-5.1989149,-0.21952338
77,2976.2259,3335.6306,-359.40474,-5.5861009,-0.8378322
78,5712.4141,6512.5143,-800.1002,-8.6601328,-2.6829283
79,7524.1412,8532.0865,-1007.9453,-13.627752,-0.64754962
80,5612.5741,6459.9977,-847.42354,-10.679213,0.46686117
81,2482.7482,2721.889,-239.14072,-3.5440563,0.031693485
82,1666.7106,1868.3063,-201.59567,-3.2190706,-1.7947629
83,2953.4871,3255.7335,-302.24643,-4.536974,1.7087239
84,3958.3624,4638.0736,-679.71129,-10.402654,-0.1217202
85,4101.2706,4619.3711,-518.10054,-7.5978085,-0.23506279
86,4215.2659,4736.3741,-521.10817,-6.9714733,2.8734096
87,4391.6047,4864.4489,-472.84415,-7.0874357,-0.43393778
88,3526.7765,4111.7101,-584.93364,-8.9616735,-0.89254555
89,2795.3694,3188.4044,-393.03503,-6.0746457,0.39598137
90,2502.6259,2843.3805,-340.7546,-5.3786569,0.10545108
91,2811.7835,3154.1414,-342.35791,-5.3160275,0.7181861
92,3080.8847,3486.2981,-405.41337,-6.3267147,-0.24286919
93,3265.3553,3649.9825,-384.62717,-5.6367269,-1.2413295
94,8176.9412,9010.8708,-833.92966,-10.634997,0.85691547
95,9096.8847,9929.239,-832.35434,-11.137135,0.72409784
96,5030.2494,5605.6669,-575.41745,-6.9438233,-0.068825877
97,1726.6447,2121.0146,-394.36991,-5.9523009,-0.28664354
98,1757.5153,2021.5172,-264.00195,-4.0712004,0.2676116
99,3885.0259,4245.1712,-360.14536,-5.4048702,-1.2574926
100,4888.6965,5316.152,-427.45549,-6.6881,0.26228876
101,4501.8353,5059.7031,-557.8678,-8.0725474,-0.82832168
102,5372.5365,5760.8229,-388.28644,-5.6029591,-0.93095503
103,4675.6141,5249.2718,-573.65765,-8.6102262,0.78681708
104,3740.0094,4231.7054,-491.69602,-7.6432772,0.33338122
105,2885.4212,3283.4132,-397.99203,-6.1918554,1.2082248
106,3041.28,3245.4097,-204.1297,-3.1903831,-1.2297939
107,3352.3953,3716.713,-364.31774,-5.8801574,0.9548412
108,3511.8682,3883.6891,-371.82084,-5.8827219,1.4295712
109,4896.8282,5349.9661,-453.13787,-5.268459,-1.1801234
110,7665.0918,8122.277,-457.18527,-6.7357,-0.26262084
111,6711.4165,7250.1414,-538.72497,-7.3149849,1.5921887
112,3326.9459,3669.4331,-342.4872,-4.8458756,-0.45888842
113,1940.1788,2210.6371,-270.45823,-4.3166053,-0.47358869
114,2671.5859,3007.0649,-335.47899,-5.0590119,-0.10154101
115,4198.0988,4550.5459,-352.44706,-5.7151567,-0.51822461
116,4329.4118,4614.284,-284.87228,-4.4006853,0.29978347
117,4629.2329,4980.8533,-351.62036,-4.768284,-1.3282807
118,4383.7741,4741.6108,-357.83664,-5.4996414,-0.71014694
119,3959.4165,4337.7861,-378.36962,-5.9222927,1.6351114
120,3033.9012,3316.3296,-282.42846,-4.4161637,-0.83583536
121,2655.4729,2884.0771,-228.60421,-3.6377378,-2.131691
122,2883.4635,3160.2759,-276.81233,-4.3395987,0.24352062
123,3174.2494,3459.5161,-285.26666,-4.5645736,0.044642779
124,3075.3129,3335.481,-260.16806,-4.1093167,-0.49282519
125,5889.2047,6116.6195,-227.41481,-2.8959746,-0.3620719
126,7044.3671,7347.5441,-303.17707,-4.6176007,-1.4681298
127,4858.7294,5185.384,-326.65457,-4.5861907,-0.26587309
128,2225.3929,2559.4015,-334.00858,-5.1498111,0.55087496
129,1756.16,1941.3209,-185.16086,-2.9374042,0.79838394
130,3008.1506,3166.8591,-158.70856,-2.4664318,-1.0335102
131,3944.96,4098.6932,-153.73316,-2.4418235,0.54178338
132,3800.0941,4066.8241,-266.72996,-4.1786497,-1.4771854
133,4144.64,4371.301,-226.66099,-3.1624792,0.35578505
134,4002.1835,4286.3168,-284.13324,-4.4178708,0.056772204
135,3262.1929,3480.9117,-218.71881,-3.4731974,-0.94753485
136,2409.2612,2560.2992,-151.03806,-2.3715604,0.97456804
137,2431.6988,2516.1613,-84.462486,-1.3784289,-1.1710001
138,2642.9741,2832.6078,-189.63371,-3.0043632,-0.56821769
139,2797.7788,2956.9421,-159.16332,-2.5303094,0.77199806
140,3519.8494,3626.3425,-106.49308,-1.3522772,-0.3720601
141,6017.6565,6165.0964,-147.43996,-2.2036459,0.24325406
142,6132.1035,6380.9982,-248.89472,-3.728556,-0.43945017
143,3166.5694,3329.197,-162.62755,-2.4272862,-2.4378948
144,1526.2118,1714.9456,-188.73388,-2.9621273,0.19033688
145,1731.6141,1873.3933,-141.77922,-2.2067114,-0.37214177
146,3180.5741,3295.5324,-114.95832,-1.8423941,-1.7859295
147,3463.0776,3574.5739,-111.49629,-1.7719219,0.1797922
148,3458.1082,3598.962,-140.85378,-2.0748536,0.85854455
149,3888.9412,4057.8469,-168.9057,-2.5058504,-0.44123112
150,3344.2635,3402.6604,-58.396903,-0.92349566,0.94340124
151,2516.48,2645.5827,-129.1027,-2.0550794,-0.56161437
152,2036.1035,2146.0012,-109.89764,-1.7743293,0.018246012
153,2047.2471,2277.9661,-230.71904,-3.7142639,-0.080102566
154,2413.3271,2526.1859,-112.8588,-1.8121302,0.99825567
155,2347.8212,2451.5254,-103.70425,-1.6620932,-0.20850609
156,4398.6824,4390.3027,8.379606,0.10288473,0.67886964
157,6545.1671,6738.4407,-193.27362,-3.0370763,-0.46147131
158,5263.0588,5475.647,-212.58817,-2.9809808,1.3133596
159,1995.7459,2193.5804,-197.83448,-2.9718633,-0.36088003
160,1128.0565,1157.7604,-29.703903,-0.47650897,-1.1246434
161,1978.1271,2029.896,-51.768908,-0.78162119,0.39131172
162,3298.9365,3323.3618,-24.425306,-0.38965035,-1.3980081
163,3225.4494,3347.1514,-121.70196,-1.8892651,-1.8029622
164,3663.8118,3795.2636,-131.45182,-1.811663,0.45725652
165,3597.1012,3693.3723,-96.27112,-1.5437618,-1.7836465
166,3054.2306,3056.7387,-2.508161,-0.039830309,0.54070342
167,2204.9129,2288.5891,-83.676188,-1.3468553,-0.25470245
168,1730.7106,1883.2683,-152.55768,-2.4633295,-1.3483383
169,2132.3294,2202.1087,-69.779297,-1.12723,0.51892458
170,2251.8965,2302.5038,-50.607328,-0.80802651,0.015743195
171,2338.6353,2424.5938,-85.958511,-1.3487993,-2.1456515
172,5247.0965,5334.256,-87.15952,-1.2344795,-0.8253906
173,5839.36,5948.8954,-109.53538,-1.705055,-0.27071441
174,3377.5435,3540.6102,-163.06664,-2.3443542,-1.5790656
175,1461.4588,1424.6826,36.776182,0.56755278,-0.33658445
176,1185.7318,1163.5956,22.136207,0.35289262,-1.1285232
177,2320.1129,2399.1584,-79.045446,-1.2712652,1.2494813
178,2868.8565,3091.7499,-222.89338,-3.5106785,-0.063384129
179,3011.4635,3080.2291,-68.765576,-1.0487646,-2.2450505
180,3318.8141,3352.8369,-34.02282,-0.47605189,-0.82939771
181,3124.7059,3130.2022,-5.4963386,-0.086304626,0.098914039
182,2344.5082,2389.8819,-45.373705,-0.7309802,-0.089322028
183,1723.1812,1719.135,4.0461677,0.063846844,0.78435404
184,1557.3835,1749.8071,-192.4236,-3.0367948,-2.0822253
185,1922.1082,1986.8054,-64.697142,-1.0377481,-0.99585104
186,2007.9435,1996.0818,11.861706,0.1905552,0.6808936
187,2861.6282,2824.9772,36.651029,0.4878531,0.066042907
188,5335.6424,5533.55,-197.90762,-2.9724799,-1.2340286
189,5175.2659,5322.1368,-146.87088,-2.1256956,0.62681322
190,2245.4212,2297.2671,-51.845919,-0.76447828,-1.837406
191,893.13882,846.99942,46.139408,0.73918371,1.2164674
192,1294.3059,1287.481,6.8248771,0.10548801,-1.2146202
193,2474.3153,2542.7937,-68.478394,-1.1015347,-0.31098541
194,2600.6588,2771.8621,-171.20325,-2.7371122,1.9929309
195,3017.3365,2972.6523,44.68422,0.64039471,-0.30900785
196,3084.3482,3076.0397,8.3084925,0.13021249,-1.715777
197,2545.0918,2661.7417,-116.64991,-1.863546,0.064708074
198,1902.08,1948.8019,-46.72187,-0.7355319,-0.71097072
199,1422.4565,1433.6598,-11.203377,-0.18173279,-2.2035418
200,1573.4965,1524.6289,48.867599,0.7828747,-0.45919466
201,1783.2659,1817.7347,-34.468776,-0.55769548,-0.078657976
202,1768.2071,1803.82,-35.612929,-0.5629364,-0.4612939
203,3868.3106,4025.6786,-157.36796,-2.0003054,-0.65831224
204,5204.6306,5264.8323,-60.201674,-0.95320934,-1.7223814
205,3633.3929,3740.9515,-107.55855,-1.5808434,1.8612283
206,1323.0682,1192.6219,130.44638,2.0129868,0.48709902
207,636.68706,607.90649,28.780571,0.45622491,0.056254389
208,1670.0235,1689.0614,-19.037838,-0.3023927,0.74528632
209,2387.5765,2548.9281,-161.35164,-2.5792853,-0.14227066
210,2496.9035,2475.4646,21.438889,0.33002339,-1.3225213
211,2619.9341,2649.7721,-29.837945,-0.40860576,1.7836763
212,2781.2141,2775.7522,5.4619259,0.085563767,0.069864816
213,2038.5129,2083.1607,-44.647784,-0.71235682,-1.5289119
214,1382.0988,1381.7417,0.35715199,0.0056031963,2.1119055
215,1196.2729,1211.474,-15.201051,-0.24498022,-0.55340713
216,1492.3294,1420.9421,71.387273,1.1634711,0.82030137
217,1654.9647,1645.9708,8.9939286,0.14474841,-0.66069405
218,1761.4306,1790.6534,-29.222831,-0.44772719,-0.59745744
219,4722.5976,4862.3542,-139.75653,-2.036278,1.3016785
220,5213.0635,5258.6978,-45.634308,-0.71066629,1.463263
221,2606.3812,2624.9351,-18.553949,-0.26494306,-0.89186808
222,568.62118,570.8007,-2.1795249,-0.033780289,-0.52971795
223,655.20941,611.04851,44.160902,0.69418254,-0.44803057
224,1947.8588,1952.0935,-4.234689,-0.067074446,-2.3087003
225,2447.0588,2488.332,-41.273146,-0.65845876,0.56049156
226,2173.5906,2212.1333,-38.542667,-0.56366274,-0.81908994
227,3014.0235,2948.1146,65.908977,0.96751725,-2.2680097
228,2381.4024,2497.758,-116.35568,-1.8165408,-0.78615458
229,1639.0024,1693.4004,-54.397998,-0.86343472,0.59453279
230,1104.5647,1103.7475,0.81718981,0.013082569,-0.0915925
231,1261.9294,1108.9842,152.94519,2.4152026,0.88778165
232,1459.2,1451.6143,7.5857393,0.12439017,0.053957182
233,1514.9176,1517.896,-2.9783202,-0.047712776,0.35624562
234,2594.4847,2726.0783,-131.59361,-1.6963484,-1.4586194
235,4631.3412,4685.5032,-54.162038,-0.85372586,-0.60561673
236,3872.5271,3872.3179,0.2091161,0.0030871131,-0.14816749
237,1315.0871,1257.8562,57.230834,0.84561035,-0.72800259
238,289.12941,338.88954,-49.760127,-0.80042109,-1.9160794
239,974.90824,966.6955,8.2127356,0.12761442,0.050379606
240,2040.6212,1991.4436,49.177576,0.80145206,-0.89959082
241,2084.4424,2049.7954,34.646912,0.5421673,0.76107509
242,2463.3224,2469.3302,-6.0078633,-0.082443826,0.03843486
243,2238.4941,2238.616,-0.12189638,-0.0019277799,-1.0338209
244,1789.7412,1831.3501,-41.608911,-0.6593033,-0.1590298
245,1089.2047,1067.3898,21.814875,0.3460759,0.38211872
246,858.05176,819.61894,38.432828,0.63065234,-2.512368
247,1061.6471,1029.5359,32.111115,0.51166653,-0.18451397
248,1275.1812,1273.4167,1.7644611,0.0281428,-0.85605935
249,1200.3388,1171.3758,28.96302,0.46031688,-1.7144012
250,3583.0965,3579.0625,4.0339341,0.05448176,-1.0781961
251,4556.1976,4655.1303,-98.932686,-1.5614765,1.1809117
252,2745.3741,2792.5096,-47.135526,-0.67936445,-0.39825628
253,484.89412,561.37463,-76.480517,-1.1836556,-0.47267498
254,101.64706,59.997662,41.649397,0.68047305,0.56798152
255,1170.8235,1126.1905,44.632998,0.69380945,-0.14810531
256,1998.4565,1900.0257,98.430755,1.5413599,-0.00457906
257,1852.9882,1892.3951,-39.406855,-0.61166012,-2.0343353
258,2297.3741,2309.3863,-12.012206,-0.16558664,1.7402269
259,2106.4282,2202.2583,-95.830093,-1.5220632,-0.26076268
260,1418.8424,1400.4442,18.398168,0.29086586,-1.3625005
261,655.96235,664.31327,-8.3509142,-0.13324709,1.6559622
262,740.74353,631.24722,109.49631,1.7776343,-1.4186184
263,926.41882,908.04442,18.374405,0.29157543,-0.19466805
264,1054.4188,1080.706,-26.287196,-0.42235987,0.73107259
265,1830.8518,1740.0818,90.769941,1.1801086,0.36186338
266,3845.4212,3831.4717,13.949522,0.20884806,0.77193509
267,3944.5082,4043.633,-99.124728,-1.5253019,-0.45916614
268,1361.6188,1423.7849,-62.166098,-0.94364742,0.1004861
269,27.256471,7.0321449,20.224326,0.3235982,1.4222601
270,166.55059,104.43483,62.115755,0.9848944,-1.3964697
271,1430.4376,1405.5313,24.906379,0.39738166,-3.0759638
272,1678.9082,1664.9725,13.935705,0.22320085,-0.054632894
273,1708.8753,1699.5348,9.3405191,0.13728685,-0.80529008
274,2127.36,2161.8609,-34.5009,-0.51925727,-1.6468027
275,1651.8024,1544.678,107.12439,1.6735198,0.25220994
276,860.76235,833.53361,27.228747,0.42611802,-1.8949482
277,441.07294,374.3495,66.723438,1.0713044,-0.71346723
278,494.23059,564.36704,-70.136449,-1.1109591,-0.59845892
279,806.4,802.71186,3.6881356,0.059072433,0.16241021
280,764.53647,737.77674,26.759732,0.42637384,0.18249287
281,2659.84,2542.3448,117.49517,1.4723417,-0.47127489
282,4692.48,4766.7469,-74.266932,-1.1810037,-0.099551613
283,3511.1153,3558.415,-47.299668,-0.67845975,0.44854501
284,475.40706,546.86148,-71.454426,-1.0874489,-0.83458164
285,-359.30353,-381.98013,22.676599,0.35826622,-1.9758058
286,473.44941,399.78492,73.664491,1.1381553,-0.55533094
287,1643.8212,1594.5015,49.319715,0.78999592,-0.85222426
288,1676.9506,1688.3133,-11.362679,-0.17741497,-1.3540574
289,2132.3294,2124.4559,7.873538,0.10668644,-0.19958805
290,2010.2024,2040.2198,-30.017402,-0.47974758,-1.6511914
291,1473.2047,1421.6902,51.514466,0.80111594,0.049487331
292,710.47529,681.81882,28.656475,0.4597233,-0.69644561
293,305.54353,294.90123,10.642302,0.17060265,-1.1687205
294,614.4,614.93863,-0.53863238,-0.0085349958,1.0076369
295,811.06824,751.99065,59.077587,0.94609138,-0.83819986
296,904.73412,861.51257,43.221552,0.67102309,-2.2634762
297,3316.7059,3353.4354,-36.729536,-0.53047075,-1.101938
298,3766.9647,3842.8428,-75.878076,-1.1965601,-0.26728321
299,1692.7624,1731.7031,-38.940745,-0.58667707,-1.4738894
300,53.609412,-63.438925,117.04834,1.8039274,0.85510568
301,-153.14824,-241.78609,88.637855,1.4249497,-0.37307406
302,844.8,804.20807,40.591935,0.64972416,0.14770668
303,1290.9929,1390.8685,-99.875557,-1.6128287,-1.6401072
304,1352.8847,1351.3688,1.5159157,0.023123049,-1.9436305
305,1660.3859,1704.7715,-44.385596,-0.62468999,0.28281071
306,1587.5012,1429.6201,157.88107,2.4919471,0.37783282
307,785.92,732.24079,53.679205,0.88503936,0.88317373
308,260.51765,207.07423,53.443421,0.84378515,0.21653143
309,140.04706,253.15722,-113.11016,-1.7882021,-0.87031825
310,490.76706,412.35301,78.414049,1.270342,-0.42533942
311,495.43529,411.90415,83.531144,1.342649,1.0458872
312,1329.0918,1216.4115,112.68031,1.4960678,-0.34976552
313,3330.1082,3448.5938,-118.48557,-1.7897889,-0.71161072
314,3179.0682,3244.6616,-65.593366,-0.96999375,-0.4463499
315,666.80471,633.34191,33.462801,0.50902993,-2.1767961
316,-435.80235,-563.61894,127.81658,2.0452463,0.52450452
317,-98.032941,-139.29632,41.263377,0.63573747,-0.92732142
318,845.25176,855.37814,-10.126377,-0.16554385,-0.90878336
319,999.00235,1006.6441,-7.6417149,-0.12284631,0.99932227
320,1368.6965,1301.8445,66.851935,0.94858544,0.12251627
321,1510.5506,1458.6464,51.904183,0.80112711,-1.0997322
322,947.80235,930.03857,17.763779,0.28220075,0.16113617
323,350.41882,339.18878,11.230045,0.1779584,-0.49166278
324,-96.225882,-93.063705,-3.1621769,-0.051077976,-2.2182138
325,126.94588,-10.024547,136.97043,2.1829475,-0.64634315
326,283.25647,206.92461,76.331865,1.2268998,-0.044332858
327,287.02118,246.72355,40.297623,0.63857128,0.35758203
328,1976.32,2119.3688,-143.04879,-1.9142071,-0.3834436
329,3061.0071,3041.4775,19.52956,0.31114924,-0.10554944
330,1712.3388,1729.758,-17.419213,-0.2619553,1.8170654
331,-175.73647,-275.89947,100.163,1.5446471,0.42498841
332,-649.93882,-761.41672,111.47789,1.7933495,0.26847286
333,182.06118,62.990064,119.07111,1.8782537,0.032668953
334,677.94824,821.86324,-143.915,-2.304605,-1.0607539
335,759.86824,755.28229,4.5859442,0.070452787,-0.20786619
336,976.41412,899.96493,76.449185,1.0556362,2.4445754
337,1097.1859,1004.2501,92.935736,1.447228,-1.185677
338,379.63294,421.47984,-41.846895,-0.67194959,-1.3164759
339,-137.03529,-183.58387,46.548575,0.74499199,1.0710379
340,-253.74118,-371.80596,118.06478,1.892465,-1.8633668
341,-65.957647,-136.75278,70.795129,1.1326643,0.38749162
342,121.07294,48.476914,72.596027,1.1533138,-1.6210578
343,254.04235,195.85272,58.189635,0.88330559,-2.2377274
344,2529.5812,2651.5675,-121.98633,-1.7620577,1.1545394
345,2910.8706,2925.0731,-14.202468,-0.21965829,0.048342732
346,757.60941,738.67446,18.934952,0.27632337,-0.94966251
347,-795.10588,-834.58095,39.475064,0.62351481,0.091065657
348,-738.03294,-815.57919,77.546252,1.2200775,-1.0073167
349,270.30588,226.52484,43.781043,0.70273782,-2.1938625
350,671.77412,586.95967,84.814445,1.3425226,-0.076240236
351,467.87765,480.43016,-12.552511,-0.18736382,-1.782443
352,1281.8071,1174.6674,107.13961,1.5520858,-2.1048452
353,595.57647,692.59147,-97.014996,-1.5198253,-0.70739915
354,-7.8305882,0.89772063,-8.7283089,-0.13933436,-0.17312945
355,-395.44471,-495.54179,100.09708,1.6197822,0.41983294
356,-288.97882,-510.5038,221.52498,3.4670172,0.13944581
357,-142.30588,-160.99123,18.685351,0.30211921,-0.61785708
358,-4.2164706,-55.359439,51.142968,0.82900046,-0.046387213
359,821.00706,893.98013,-72.97307,-0.95989069,-0.080782369
360,2393.9012,2406.3402,-12.438975,-0.19235473,-0.95048943
361,1699.9906,1726.4664,-26.475806,-0.39648888,1.1994041
362,-256.90353,-379.58621,122.68268,1.8778185,0.45317476
363,-1134.9835,-1175.8644,40.880877,0.64246951,-1.3613768
364,-536.99765,-583.51841,46.520763,0.7276921,-0.1408061
365,310.06118,310.01286,0.048318493,0.00077330437,-1.5693767
366,359.45412,233.40736,126.04675,1.9716761,-0.57980038
367,689.69412,638.87785,50.816268,0.70891063,0.37680606
368,456.58353,472.20105,-15.617523,-0.2450755,-1.0598325
369,76.197647,99.94623,-23.748583,-0.3720286,0.16837305
370,-479.92471,-595.3384,115.41369,1.8666163,-1.542846
371,-678.70118,-788.34833,109.64716,1.7818048,-2.0641328
372,-527.96235,-537.88428,9.9219253,0.15970355,-0.81773
373,-316.53647,-371.95558,55.419111,0.89927654,-0.51710398
374,-391.52941,-472.79953,81.270121,1.2822047,-0.31598601
375,1554.8235,1498.595,56.228556,0.77445781,-1.7634243
376,2182.4753,2222.457,-39.981749,-0.63313845,-0.08742364
377,724.17882,686.9059,37.272921,0.5645893,-1.3919942
378,-1038.3059,-1007.9906,-30.315234,-0.48461888,0.24639541
379,-1331.8024,-1374.111,42.308693,0.68526406,1.192425
380,-462.90824,-504.81823,41.91,0.65910964,-0.23928421
381,284.61176,25.585038,259.02673,4.1615601,-1.145915
382,81.769412,32.168323,49.601089,0.784295,-0.32879469
383,438.36235,481.92636,-43.564006,-0.59753679,1.1805758
384,300.72471,393.35126,-92.626551,-1.4676704,-0.7436621
385,-286.72,-363.27762,76.557615,1.2275004,-0.92138734
386,-943.58588,-1051.2309,107.64498,1.7071493,0.75886001
387,-849.76941,-989.13852,139.3691,2.2101288,-1.4939123
388,-642.86118,-687.35476,44.493587,0.70517842,-1.0235951
389,-540.76235,-607.90649,67.144134,1.0723956,-0.47990915
390,164.29176,74.061952,90.229813,1.2024635,-0.09002761
391,1595.6329,1553.5056,42.127389,0.62893688,-0.35556658
392,1660.0847,1716.5915,-56.506761,-0.88124505,-0.60016812
393,-454.62588,-448.26184,-6.3640472,-0.098450314,-1.0556809
394,-1433.4494,-1500.8393,67.389864,1.0729362,1.8149548
395,-1258.9176,-1386.0807,127.16301,1.9931106,0.71080215
396,-253.59059,-362.52951,108.93893,1.7564374,-1.6504969
397,-170.76706,-187.47399,16.706933,0.26346365,0.7565411
398,-61.891765,-70.022209,8.1304445,0.11819763,-1.3078099
399,381.13882,337.99182,43.147006,0.64174146,-1.6830773
400,-160.52706,-272.15897,111.63191,1.7327655,0.43953469
401,-765.44,-831.88778,66.447785,1.0484598,-1.160501
402,-1114.9553,-1189.7791,74.823782,1.1918408,-0.051754464
403,-1089.5059,-1043.0018,-46.504129,-0.73704335,-0.58507064
404,-830.49412,-869.59205,39.097934,0.6275507,-0.080702708
405,-797.51529,-908.79252,111.27722,1.7865603,-0.59658243
406,729.6,564.21742,165.38258,2.1934404,-0.11104964
407,2119.3788,2160.0655,-40.686635,-0.63980534,-1.0679019
408,1064.96,1124.6943,-59.734331,-0.88533789,-1.0310805
409,-1135.7365,-1126.4898,-9.2466985,-0.14509435,-1.1514025
410,-1706.6165,-1824.9164,118.29995,1.9263888,-1.8685387
411,-1132.8753,-1212.671,79.795659,1.2545264,2.1564371
412,-209.76941,-319.43892,109.66951,1.781025,-1.0005865
413,-268.64941,-272.75745,4.10804,0.063481044,-0.24659679
414,259.16235,220.09117,39.071178,0.53949597,-0.79407599
415,103.30353,95.607247,7.6962822,0.11984232,-0.39666664
416,-359.30353,-445.86791,86.564384,1.3538004,0.46416435
417,-1042.2212,-1069.3349,27.113715,0.4316375,-0.46341479
418,-1297.92,-1364.5354,66.615359,1.086063,-0.68341057
419,-1027.3129,-1075.0205,47.707515,0.74820545,0.078561114
420,-833.20471,-928.84161,95.636907,1.5136215,0.50602588
421,-764.38588,-817.52425,53.138372,0.82478359,-1.7815494
422,1209.0729,1168.6826,40.390299,0.57774678,-0.45949082
423,1481.6376,1562.3331,-80.695491,-1.2872003,-0.15361231
424,-262.02353,-193.15956,-68.863974,-1.0383507,-1.6780094
425,-1441.7318,-1625.7721,184.0403,2.9209293,-0.20901624
426,-1651.8024,-1828.3577,176.55533,2.8521255,-1.4114924
427,-845.55294,-874.08065,28.527713,0.45741169,-0.69663709
428,-529.31765,-440.78083,-88.536817,-1.3933529,-0.25573444
429,-374.51294,-476.09117,101.57823,1.5765517,-1.8329526
430,-78.155294,-110.41964,32.264344,0.44938088,0.58594786
