proj,label
-52.515621,0
-31.946495,0
-27.298639,0
-62.123001,1
-55.484119,1
-60.757492,0
-60.981949,1
-27.417351,1
-63.931541,0
-77.146027,1
-31.280956,0
-31.524734,0
-60.437969,1
-64.923759,1
-52.743118,1
-33.093861,1
-60.116005,1
-31.566708,1
-34.651241,0
-48.608932,1
-32.134834,0
-65.630821,1
-64.849953,1
-31.255005,0
-62.744778,0
-57.910614,1
-36.21682,0
-61.22171,1
-40.219105,1
-66.311447,1
-67.379135,0
-70.556023,1
-61.760414,1
-52.194508,0
-54.516708,0
-30.549345,0
-43.760227,1
-58.831589,1
-33.445843,0
-34.270107,0
-51.375267,1
-34.226494,0
-68.054535,1
-31.212126,1
-63.965294,1
-65.286865,1
-30.27689,0
-66.959846,0
-48.253693,0
-31.745979,1
-67.019409,1
-35.20966,1
-34.111801,1
-33.134552,0
-38.961369,0
-65.295769,1
-33.020515,0
-33.940552,0
-45.961155,0
-67.97493,1
-32.973671,0
-66.608658,0
-46.015503,1
-59.076572,0
-61.87627,0
-67.028702,1
-59.769062,1
-31.63813,1
-62.069359,1
-55.275932,0
-31.095703,0
-53.419796,0
-62.094986,0
-62.527748,1
-31.436275,0
-28.996933,0
-30.755039,0
-61.334785,1
-31.914787,0
-61.999504,1
-63.006107,0
-29.9839,0
-33.420193,0
-56.378418,1
-29.865482,0
-77.593048,1
-67.092674,1
-32.074745,0
-55.732937,1
-33.117409,0
-33.820591,0
-30.05851,1
-52.483967,1
-56.996708,1
-51.057175,1
-63.763897,1
-33.989788,0
-76.569534,1
-61.622566,0
-58.425026,1
-53.50782,1
-60.320152,1
-61.41877,1
-35.51791,1
-30.431143,0
-31.504004,0
-31.045387,0
-57.166733,1
-58.740356,0
-67.467598,0
-33.4109,0
-58.970776,1
-30.717007,0
-71.110123,1
-55.991112,1
-32.882992,0
-61.519817,1
-34.122478,0
-64.847694,0
-74.31572,1
-35.157406,0
-31.690701,0
-63.100594,1
-53.398994,0
-65.290085,0
-57.469147,1
-58.037361,0
-28.94265,0
-56.556763,1
-58.263321,1
-61.837334,1
-27.082329,0
-53.091507,1
-32.243385,0
-65.168907,1
-61.24474,1
-68.50396,0
-73.838844,0
-30.656958,1
-27.653091,0
-30.197662,0
-56.222794,1
-31.828236,0
-74.197754,0
-71.402069,1
-54.954857,1
-31.928614,0
-31.627743,1
-30.420177,0
-66.127075,1
-33.478443,1
-54.6567,1
-60.371117,1
-56.215752,1
-64.703377,1
-34.24295,1
-32.990089,0
-30.38076,1
-67.285957,1
-32.184113,0
-30.912432,0
-58.064911,1
-62.929996,1
-36.164864,1
-44.672688,1
-58.749386,1
-29.991837,0
-34.27158,0
-60.279102,1
-67.370148,1
-61.032085,1
-66.164337,0
-31.628345,1
-27.44338,0
-61.306038,1
-64.041397,0
-28.755453,0
-58.993011,1
-29.488478,0
-60.139812,1
-60.473186,0
-30.430614,0
-55.020775,0
-70.678802,0
-33.442856,0
-31.735949,1
-57.171192,1
-59.583759,1
-32.108055,0
-36.489319,1
-32.198215,0
-58.242233,0
-33.58633,1
-58.579597,0
-31.39357,0
-35.566086,0
-63.516705,1
-31.939646,0
-31.940628,0
-31.535444,0
-61.955105,1
-35.295609,1
-60.363125,1
-68.669685,0
-68.260635,1
-33.86171,0
-69.442513,0
-33.606625,0
-60.316502,1
-62.371937,1
-55.934361,1
-32.233105,0
-56.067566,0
-33.089283,0
-31.682552,0
-31.825703,1
-32.618008,0
-59.163483,1
-28.056438,0
-68.538269,1
-31.547737,0
-34.066231,0
-70.307693,0
-53.276436,1
-34.520309,0
-63.839924,0
-61.724201,0
-30.815643,0
-32.835533,0
-56.079437,1
-49.157616,1
-63.137955,1
-62.920437,1
-60.074345,1
-56.103592,0
-34.876671,1
-57.579536,1
