lda_projection,label
-3.154876573059222977e+01,1.000000000000000000e+00
-3.460103476476420070e+01,0.000000000000000000e+00
-5.318492731314533728e+01,1.000000000000000000e+00
-5.898445058051326839e+01,0.000000000000000000e+00
-6.633988115941831154e+01,1.000000000000000000e+00
-3.284789036917035787e+01,0.000000000000000000e+00
-6.691486923613319959e+01,0.000000000000000000e+00
-3.375676016430931980e+01,0.000000000000000000e+00
-5.989290026010766610e+01,1.000000000000000000e+00
-3.450294147539405998e+01,1.000000000000000000e+00
-6.628543328172892757e+01,1.000000000000000000e+00
-7.119024233198221907e+01,1.000000000000000000e+00
-3.286141229436579181e+01,0.000000000000000000e+00
-3.034409913710296536e+01,1.000000000000000000e+00
-2.989428033684607655e+01,1.000000000000000000e+00
-6.548757322144408022e+01,1.000000000000000000e+00
-3.051557017773702540e+01,0.000000000000000000e+00
-3.237102933507219404e+01,1.000000000000000000e+00
-6.303309740583453191e+01,0.000000000000000000e+00
-6.224716728009078537e+01,1.000000000000000000e+00
-6.404950148307857205e+01,1.000000000000000000e+00
-3.428264130262646603e+01,1.000000000000000000e+00
-3.017012630453686484e+01,0.000000000000000000e+00
-3.288739484545904190e+01,0.000000000000000000e+00
-3.142530727912578215e+01,1.000000000000000000e+00
-3.235845230702744857e+01,0.000000000000000000e+00
-4.728055910345662483e+01,1.000000000000000000e+00
-3.162053758542442594e+01,0.000000000000000000e+00
-3.491387515737477543e+01,0.000000000000000000e+00
-6.319516222909298619e+01,1.000000000000000000e+00
-6.839915697244217085e+01,0.000000000000000000e+00
-5.378816558232697531e+01,1.000000000000000000e+00
-7.200295985762805628e+01,1.000000000000000000e+00
-3.472544151420794378e+01,0.000000000000000000e+00
-5.322290407352655706e+01,0.000000000000000000e+00
-6.231662019514441653e+01,1.000000000000000000e+00
-3.310162236471328612e+01,0.000000000000000000e+00
-3.090297180896364893e+01,0.000000000000000000e+00
-5.942372882413526725e+01,0.000000000000000000e+00
-7.076743594875775045e+01,1.000000000000000000e+00
-3.654301848295635580e+01,0.000000000000000000e+00
-3.165237694433298188e+01,0.000000000000000000e+00
-3.321347986668472174e+01,0.000000000000000000e+00
-6.411856467571359985e+01,1.000000000000000000e+00
-3.309298477756618695e+01,0.000000000000000000e+00
-6.834877978697036838e+01,1.000000000000000000e+00
-3.084832818889876194e+01,0.000000000000000000e+00
-5.766863120795040487e+01,0.000000000000000000e+00
-6.167080085831746317e+01,0.000000000000000000e+00
-3.220710414613317596e+01,1.000000000000000000e+00
-7.211886907361254373e+01,1.000000000000000000e+00
-5.302970655843056846e+01,1.000000000000000000e+00
-5.788557022265877094e+01,1.000000000000000000e+00
-6.596247768603809902e+01,0.000000000000000000e+00
-6.303491060275744928e+01,1.000000000000000000e+00
-3.108558529797579695e+01,1.000000000000000000e+00
-6.032679162096442127e+01,1.000000000000000000e+00
-6.605871544774159076e+01,0.000000000000000000e+00
-3.411872086858258513e+01,0.000000000000000000e+00
-3.075150971496537267e+01,1.000000000000000000e+00
-3.143594517667150257e+01,0.000000000000000000e+00
-6.565166159702498305e+01,0.000000000000000000e+00
-3.216193978144364962e+01,0.000000000000000000e+00
-6.182963001403868475e+01,1.000000000000000000e+00
-5.613784470170044472e+01,0.000000000000000000e+00
-3.277437521381123986e+01,0.000000000000000000e+00
-6.152625330178295826e+01,0.000000000000000000e+00
-6.943351095461845546e+01,0.000000000000000000e+00
-3.435639648029036408e+01,0.000000000000000000e+00
-6.190932542165825225e+01,1.000000000000000000e+00
-6.630803015849140536e+01,1.000000000000000000e+00
-3.378361301398886951e+01,0.000000000000000000e+00
-5.589442046968976285e+01,1.000000000000000000e+00
-3.205092318096583170e+01,0.000000000000000000e+00
-3.492681088859620075e+01,1.000000000000000000e+00
-6.999854297093614264e+01,1.000000000000000000e+00
-3.462114441139715382e+01,0.000000000000000000e+00
-3.425511952681958405e+01,0.000000000000000000e+00
-6.964104140138327637e+01,1.000000000000000000e+00
-3.343797919720699952e+01,0.000000000000000000e+00
-5.560769308697850022e+01,0.000000000000000000e+00
-3.280565880827507641e+01,1.000000000000000000e+00
-7.036470270654562853e+01,1.000000000000000000e+00
-3.036909201382389156e+01,1.000000000000000000e+00
-6.429261442815194982e+01,1.000000000000000000e+00
-2.944728457182930015e+01,0.000000000000000000e+00
-4.992243703139117628e+01,1.000000000000000000e+00
-3.059344238032386443e+01,0.000000000000000000e+00
-3.040132395017441524e+01,0.000000000000000000e+00
-6.782658584991716566e+01,1.000000000000000000e+00
-6.775246329614215313e+01,1.000000000000000000e+00
-5.399481169842903938e+01,0.000000000000000000e+00
-6.246761699820044811e+01,0.000000000000000000e+00
-3.042124598970629634e+01,1.000000000000000000e+00
-6.927625675683928819e+01,0.000000000000000000e+00
-6.489775422073530819e+01,1.000000000000000000e+00
-3.189397104265112048e+01,0.000000000000000000e+00
-6.592533982055238084e+01,0.000000000000000000e+00
-3.446927318701226994e+01,1.000000000000000000e+00
-3.155596960271546081e+01,0.000000000000000000e+00
-6.093209408560261409e+01,0.000000000000000000e+00
-3.241205781208132919e+01,1.000000000000000000e+00
-3.309746207431184928e+01,0.000000000000000000e+00
-3.061943638023992875e+01,0.000000000000000000e+00
-3.349775374266961592e+01,0.000000000000000000e+00
-5.359380586150894032e+01,0.000000000000000000e+00
-6.038332843612869993e+01,1.000000000000000000e+00
-3.399582537762799461e+01,0.000000000000000000e+00
-7.172945545116199639e+01,1.000000000000000000e+00
-7.212038977276736773e+01,1.000000000000000000e+00
-5.744806219731885477e+01,1.000000000000000000e+00
-3.083155689807985311e+01,1.000000000000000000e+00
-3.140355351659018623e+01,0.000000000000000000e+00
-5.416252493309675486e+01,1.000000000000000000e+00
-6.213523893547027654e+01,1.000000000000000000e+00
-5.972054621406026342e+01,0.000000000000000000e+00
-3.167067998066884016e+01,0.000000000000000000e+00
-5.374997243703644756e+01,1.000000000000000000e+00
-6.644605346941776247e+01,0.000000000000000000e+00
-3.202144088234450692e+01,0.000000000000000000e+00
-3.147395315440817143e+01,0.000000000000000000e+00
-3.248468916435607667e+01,1.000000000000000000e+00
-6.208051037863964439e+01,1.000000000000000000e+00
-3.626492271441101423e+01,0.000000000000000000e+00
-3.307136897282470755e+01,0.000000000000000000e+00
-7.741363464626780910e+01,0.000000000000000000e+00
-6.695313626364178106e+01,0.000000000000000000e+00
-6.290482090695044803e+01,0.000000000000000000e+00
-7.108450809778321400e+01,1.000000000000000000e+00
-3.348346928901469965e+01,0.000000000000000000e+00
-5.737277375256800838e+01,0.000000000000000000e+00
-5.939267392282131652e+01,1.000000000000000000e+00
-5.510176889465341077e+01,1.000000000000000000e+00
-3.074515768677204264e+01,0.000000000000000000e+00
-7.006879438841295382e+01,0.000000000000000000e+00
-6.872428580881921789e+01,1.000000000000000000e+00
-6.412623018784132967e+01,1.000000000000000000e+00
-5.980749349790192326e+01,1.000000000000000000e+00
-3.045287064742164063e+01,1.000000000000000000e+00
-3.157471904364177462e+01,0.000000000000000000e+00
-3.394740680930455312e+01,0.000000000000000000e+00
-3.098698173590627647e+01,0.000000000000000000e+00
-6.152975668580059931e+01,1.000000000000000000e+00
-7.503188668599173639e+01,1.000000000000000000e+00
-6.885899962133207453e+01,1.000000000000000000e+00
-3.372535040160529007e+01,1.000000000000000000e+00
-5.643336897827687437e+01,1.000000000000000000e+00
-5.167680555290621669e+01,1.000000000000000000e+00
-5.702441765184940436e+01,1.000000000000000000e+00
-3.692348121239009373e+01,0.000000000000000000e+00
-3.086339728699559615e+01,1.000000000000000000e+00
-3.341817757249877729e+01,1.000000000000000000e+00
-3.157016455646805753e+01,0.000000000000000000e+00
