time_us,mean_m0,mean_m1,diff,welch_t
5.919999999999999707e-01,1.440993252361673331e+04,1.423489855072463797e+04,1.750339728920953348e+02,2.914972325334177494e+00
5.927999999999999936e-01,1.587346828609986551e+04,1.567257971014492796e+04,2.008885759549375507e+02,4.228187473712354816e+00
5.936000000000000165e-01,1.563111470985155211e+04,1.540873781291172600e+04,2.223768969398261106e+02,4.031218332488611722e+00
5.943999999999999284e-01,1.539644804318488605e+04,1.515467720685111999e+04,2.417708363337660558e+02,4.843082705147408795e+00
5.952000000000000624e-01,1.413683130904183599e+04,1.395975757575757598e+04,1.770737332842600154e+02,3.320974270245317772e+00
5.959999999999999742e-01,1.070466936572199666e+04,1.052728326745718005e+04,1.773860982648166100e+02,3.167798947370993545e+00
5.967999999999999972e-01,8.296593792172739995e+03,8.136600790513833999e+03,1.599930016589059960e+02,3.301436588508067871e+00
5.976000000000000201e-01,8.906623481781376540e+03,8.579710144927536021e+03,3.269133368538405193e+02,6.552328190304965716e+00
5.983999999999999320e-01,9.796145748987853949e+03,9.641486166007905922e+03,1.546595829799480271e+02,3.213490591648172412e+00
5.992000000000000659e-01,9.603368421052631675e+03,9.381438735177865965e+03,2.219296858747657097e+02,4.619040430138884545e+00
5.999999999999999778e-01,2.285741430499325361e+04,2.261493544137022400e+04,2.424788636230296106e+02,1.350987586429829745e+00
6.008000000000000007e-01,3.010634278002698920e+04,2.968124374176548008e+04,4.250990382615091221e+02,7.987360498024215438e+00
6.016000000000000236e-01,2.099251821862348152e+04,2.056491172595520402e+04,4.276064926682774967e+02,3.080893373298665416e+00
6.024000000000000465e-01,7.152194331983805569e+03,6.887462450592885034e+03,2.647318813909205346e+02,3.616576281485820665e+00
6.031999999999999584e-01,4.189883940620782596e+03,4.095662714097496519e+03,9.422122652328607728e+01,1.872834530699400757e+00
6.039999999999999813e-01,9.650439946018894261e+03,9.375198945981554061e+03,2.752410000373401999e+02,3.693249516849335112e+00
6.048000000000000043e-01,1.468242914979757006e+04,1.434569696969696997e+04,3.367321801006000896e+02,6.676358151507609584e+00
6.055999999999999162e-01,1.460417813765182109e+04,1.414332542819499395e+04,4.608527094568271423e+02,9.104387527095870070e+00
6.064000000000000501e-01,1.441407827260458907e+04,1.413253227931488800e+04,2.815459932897010731e+02,5.068578553113710861e+00
6.071999999999999620e-01,1.427778677462887936e+04,1.393311198945981596e+04,3.446747851690633979e+02,6.969593155908214044e+00
6.080000000000000959e-01,1.203942780026990476e+04,1.165364953886693002e+04,3.857782614029747492e+02,7.326115938658818827e+00
6.088000000000000078e-01,8.802720647773279779e+03,8.429955204216073980e+03,3.727654435572057992e+02,7.108117104949895904e+00
6.095999999999999197e-01,7.690796221322537349e+03,7.429227931488801005e+03,2.615682898337363440e+02,5.464374452362277701e+00
6.104000000000000536e-01,8.630153846153845734e+03,8.354656126482213949e+03,2.754977196716317849e+02,5.829664982588317557e+00
6.111999999999999655e-01,9.070553306342779251e+03,8.690255599472990070e+03,3.802977068697891809e+02,7.774687415216339659e+00
6.119999999999999885e-01,1.104056140350877104e+04,1.073665349143610001e+04,3.039079120726710244e+02,2.502623007118466081e+00
6.128000000000000114e-01,2.884163022941970485e+04,2.850934387351778787e+04,3.322863559019169770e+02,4.663134190302792526e+00
6.136000000000000343e-01,2.963657759784075461e+04,2.941681159420289987e+04,2.197660036378547375e+02,2.796732008334310571e+00
6.143999999999999462e-01,1.407032658569500745e+04,1.369743346508563809e+04,3.728931206093693618e+02,2.696050746630594297e+00
6.151999999999999691e-01,4.137025641025640653e+03,3.848347826086956502e+03,2.886778149386841505e+02,5.214415582851010811e+00
6.159999999999999920e-01,4.818224021592443023e+03,4.467689064558629980e+03,3.505349570338130434e+02,5.462370386013605916e+00
6.168000000000000149e-01,1.205195141700404929e+04,1.183114624505928805e+04,2.208051719447612413e+02,3.163390546189388530e+00
6.176000000000000378e-01,1.488038866396761114e+04,1.451830303030303003e+04,3.620856336645811098e+02,7.404352542131331205e+00
6.183999999999999497e-01,1.413942240215924357e+04,1.389744400527009202e+04,2.419783968891515542e+02,4.603426179156940634e+00
6.192000000000000837e-01,1.466265047233468249e+04,1.435277997364953808e+04,3.098704986851444119e+02,5.966243587699224804e+00
6.199999999999999956e-01,1.351194601889338810e+04,1.323391831357048795e+04,2.780277053229001467e+02,5.476545191878243735e+00
6.207999999999999075e-01,1.056267746288798844e+04,1.015787088274044800e+04,4.048065801475404442e+02,7.168301099697489853e+00
6.216000000000000414e-01,7.682418353576248592e+03,7.360674571805006963e+03,3.217437817712416290e+02,6.532728673805081598e+00
6.223999999999999533e-01,7.593025641025640653e+03,7.272642951251646991e+03,3.203826897739936612e+02,6.494125032561102628e+00
6.231999999999999762e-01,8.666860998650472538e+03,8.438471673254281995e+03,2.283893253961905430e+02,4.821342203181820274e+00
6.239999999999999991e-01,8.667897435897435571e+03,8.348416337285902046e+03,3.194810986115335254e+02,6.484725522880245840e+00
6.248000000000000220e-01,1.637190823211875795e+04,1.624562845849802397e+04,1.262797736207339767e+02,6.827784614631892124e-01
6.256000000000000449e-01,2.782937651821862528e+04,2.786993412384716794e+04,-4.055760562854266027e+01,-7.009274505288776158e-01
6.264000000000000679e-01,2.295207557354925666e+04,2.295095652173913186e+04,1.119051810124801705e+00,9.179379073125111532e-03
6.271999999999999797e-01,8.240021592442644760e+03,8.022682476943346956e+03,2.173391154992978045e+02,2.321338872758380134e+00
6.280000000000000027e-01,3.254758434547908109e+03,2.938687747035573011e+03,3.160706875123350983e+02,6.327258464428308748e+00
6.288000000000000256e-01,6.774067476383265785e+03,6.378329380764163034e+03,3.957380956191027508e+02,5.578785839913090072e+00
6.295999999999999375e-01,1.251964372469635600e+04,1.230022661396574404e+04,2.194171107306119666e+02,4.049333589362594132e+00
6.304000000000000714e-01,1.310402159244264476e+04,1.298550724637681196e+04,1.185143460658327967e+02,2.440521885136832658e+00
6.311999999999999833e-01,1.292134952766531751e+04,1.283895652173913004e+04,8.239300592618747032e+01,1.475074199064502434e+00
6.320000000000000062e-01,1.279879082321187525e+04,1.259433992094861605e+04,2.044509022632591950e+02,4.147543321149931295e+00
6.328000000000000291e-01,1.123480701754385882e+04,1.101322793148880191e+04,2.215790860550569050e+02,4.193299466201414916e+00
6.335999999999999410e-01,8.129381916329284650e+03,7.939457180500658978e+03,1.899247358286256713e+02,3.576325854012997407e+00
6.343999999999999639e-01,6.369770580296895787e+03,6.074013175230566958e+03,2.957574050663288290e+02,6.238397578659677478e+00
6.351999999999999869e-01,7.024194331983805569e+03,6.815620553359683981e+03,2.085737786241215872e+02,4.290959417561485800e+00
6.360000000000000098e-01,7.699605937921727673e+03,7.460426877470355976e+03,2.391790604513716971e+02,4.985411568909623448e+00
6.368000000000000327e-01,7.409662618083671077e+03,7.233011857707509989e+03,1.766507603761610881e+02,3.499921073705026142e+00
6.376000000000000556e-01,2.474122537112010832e+04,2.451764953886693183e+04,2.235758322531764861e+02,1.380273540475956739e+00
6.383999999999999675e-01,3.035146018893387372e+04,3.013683267457180409e+04,2.146275143620696326e+02,4.132044225660192360e+00
6.391999999999999904e-01,1.810560863697705645e+04,1.776063241106719215e+04,3.449762259098642971e+02,2.241670639133297005e+00
6.400000000000000133e-01,4.168550607287449566e+03,3.945907773386034478e+03,2.226428339014150879e+02,3.331417965757693000e+00
6.407999999999999252e-01,2.369122807017543892e+03,1.990492753623188491e+03,3.786300533943554001e+02,6.886948242796229636e+00
6.416000000000000592e-01,8.954299595141699683e+03,8.689328063241106065e+03,2.649715319005936180e+02,3.366101632025401802e+00
6.423999999999999710e-01,1.382037246963562757e+04,1.356631357048748396e+04,2.540588991481436096e+02,5.152607197437328423e+00
6.431999999999999940e-01,1.349743589743589655e+04,1.331748089591567805e+04,1.799550015202185023e+02,3.598690232214838414e+00
6.440000000000000169e-01,1.358406477732793610e+04,1.320330961791831396e+04,3.807551594096221379e+02,6.848560607245525844e+00
6.447999999999999288e-01,1.317501754385964887e+04,1.289148880105401804e+04,2.835287428056308272e+02,5.584963150819396205e+00
6.456000000000000627e-01,1.056138191632928465e+04,1.020466930171278000e+04,3.567126146165046521e+02,6.524118237172040757e+00
6.463999999999999746e-01,7.106072874493926975e+03,6.816210803689064960e+03,2.898620708048620145e+02,5.592832890865829576e+00
6.471999999999999975e-01,6.342736842105263349e+03,6.003098814229249001e+03,3.396380278760143483e+02,7.198441128159129399e+00
6.480000000000000204e-01,7.407244264507422486e+03,7.152400527009222969e+03,2.548437374981995163e+02,5.287337998024080221e+00
6.488000000000000433e-01,7.878045883940621025e+03,7.541206851119894964e+03,3.368390328207260609e+02,6.949874807659123022e+00
6.495999999999999552e-01,1.135658839406207881e+04,1.106980764163372805e+04,2.867807524283507519e+02,1.896352018996103173e+00
6.503999999999999782e-01,2.725743589743589837e+04,2.654406324110671994e+04,7.133726563291784259e+02,1.080836168602323077e+01
6.512000000000000011e-01,2.659135222672064629e+04,2.583407641633728417e+04,7.572758103833621135e+02,7.456553322231313174e+00
6.519999999999999130e-01,1.092940350877192941e+04,1.044043214756258203e+04,4.889713612093473785e+02,3.885878469255264811e+00
6.528000000000000469e-01,2.579433198380566864e+03,2.231061923583662519e+03,3.483712747969043448e+02,6.573954378428400247e+00
6.535999999999999588e-01,4.144626180836707135e+03,3.823220026350461012e+03,3.214061544862461233e+02,4.849062120883774973e+00
6.543999999999999817e-01,1.097319298245614118e+04,1.045856126482213404e+04,5.146317176340071455e+02,8.005029045935627252e+00
6.552000000000000046e-01,1.292774089068825924e+04,1.246718313570487408e+04,4.605577549833851663e+02,9.124805081398518425e+00
6.560000000000000275e-01,1.261827800269905492e+04,1.211176811594202809e+04,5.065098867570268339e+02,9.073531632196504049e+00
6.568000000000000504e-01,1.255790553306342736e+04,1.214423188405797191e+04,4.136736490054554451e+02,8.075302462867771425e+00
6.575999999999999623e-01,1.148415654520917633e+04,1.085841370223978993e+04,6.257428429693864018e+02,1.175438690692811861e+01
6.583999999999999853e-01,8.366466936572200211e+03,7.912474308300395023e+03,4.539926282718051880e+02,8.262446109672058725e+00
6.592000000000000082e-01,5.924879892037786703e+03,5.450793148880105036e+03,4.740867431576816671e+02,9.974976956613021528e+00
6.600000000000000311e-01,6.069031039136301843e+03,5.708479578392621988e+03,3.605514607436798542e+02,7.379994201902641215e+00
6.607999999999999430e-01,7.091044534412955727e+03,6.536347826086956957e+03,5.546967083259987703e+02,1.155417400737202804e+01
6.616000000000000769e-01,6.836599190283401185e+03,6.331446640316205958e+03,5.051525499671952275e+02,1.033658377551175889e+01
6.623999999999999888e-01,1.865051551956815092e+04,1.838402108036890786e+04,2.664944391992430610e+02,1.184855116430943767e+00
6.632000000000000117e-01,2.845262078272604413e+04,2.838454808959156799e+04,6.807269313447613968e+01,1.109350533603339350e+00
6.640000000000000346e-01,2.101229689608636909e+04,2.064012648221343989e+04,3.721704138729292026e+02,2.603495217627752822e+00
6.647999999999999465e-01,5.409770580296895787e+03,4.929686429512516042e+03,4.800841507843797444e+02,5.514298375562199261e+00
6.656000000000000805e-01,1.336917678812415716e+03,8.012226613965744946e+02,5.356950174158412210e+02,1.049767001303593972e+01
6.663999999999999924e-01,6.156869095816464323e+03,5.803931488801054002e+03,3.529376070154103218e+02,4.578085724375920762e+00
6.672000000000000153e-01,1.215956815114709934e+04,1.179826086956521794e+04,3.613072815818813979e+02,6.854665726860189601e+00
6.680000000000000382e-01,1.234992712550607212e+04,1.200923320158102797e+04,3.406939239250441460e+02,6.881255393694968525e+00
6.687999999999999501e-01,1.219368421052631493e+04,1.182642424242424204e+04,3.672599681020728895e+02,6.566443225755603130e+00
6.695999999999999730e-01,1.214048043184885319e+04,1.174690909090909008e+04,3.935713409397631040e+02,8.042141818854993573e+00
6.703999999999999959e-01,1.007270175438596561e+04,9.769233201581027970e+03,3.034685528049376444e+02,5.732011959804268031e+00
6.712000000000000188e-01,6.625165991902834321e+03,6.284479578392621988e+03,3.406864135102123328e+02,6.374410059497505721e+00
6.719999999999999307e-01,5.212070175438596380e+03,4.765006587615283024e+03,4.470635878233133553e+02,9.367296130507657637e+00
6.728000000000000647e-01,5.998812415654520919e+03,5.544221343873517981e+03,4.545910717810029382e+02,9.515138090213817179e+00
6.735999999999999766e-01,6.717408906882591509e+03,6.336168642951251968e+03,3.812402639313395412e+02,7.932151194671397398e+00
6.743999999999999995e-01,6.967708502024291192e+03,6.613417654808959014e+03,3.542908472153321782e+02,5.225889138682815904e+00
6.752000000000000224e-01,2.315253981106612628e+04,2.271308563899868386e+04,4.394541720674424141e+02,4.530878097998816578e+00
6.759999999999999343e-01,2.627195681511471048e+04,2.570632938076416394e+04,5.656274343505465367e+02,8.481782623987351499e+00
6.768000000000000682e-01,1.331320917678812475e+04,1.291088274044795799e+04,4.023264363401667651e+02,2.958394298728668215e+00
6.775999999999999801e-01,2.427595141700404838e+03,2.011741765480895992e+03,4.158533762195088457e+02,6.843255537865077009e+00
6.784000000000000030e-01,1.696993252361673512e+03,1.361370223978919739e+03,3.356230283827537733e+02,5.794023726139307051e+00
6.792000000000000259e-01,8.017964912280701355e+03,7.558408432147562962e+03,4.595564801331383933e+02,6.595285904765557206e+00
6.799999999999999378e-01,1.137161673414305005e+04,1.096423715415019797e+04,4.073795799928520864e+02,8.211484137280667284e+00
6.807999999999999607e-01,1.076141430499325179e+04,1.029548353096179198e+04,4.659307740314598050e+02,8.899469950860265044e+00
6.815999999999999837e-01,1.117028879892037730e+04,1.075807114624505994e+04,4.122176526753173675e+02,7.753494332064892802e+00
6.824000000000000066e-01,1.035539001349527643e+04,9.859541501976284053e+03,4.958485115189923818e+02,9.747640109662521368e+00
6.832000000000000295e-01,7.667303643724696485e+03,7.355277997364953990e+03,3.120256463597424954e+02,5.711100922945890446e+00
6.840000000000000524e-01,4.910898785425100868e+03,4.477807641633728963e+03,4.330911437913719055e+02,8.567927596979574290e+00
6.847999999999999643e-01,4.486823211875843299e+03,4.055862977602108003e+03,4.309602342737352956e+02,8.942990645069281541e+00
6.856000000000000982e-01,5.434904183535762058e+03,4.947309617918313961e+03,4.875945656174480973e+02,1.002745895184260405e+01
6.864000000000000101e-01,5.462110661268556214e+03,5.094703557312252997e+03,3.674071039563032173e+02,7.470617114538204540e+00
6.871999999999999220e-01,1.156966261808367017e+04,1.129840316205533600e+04,2.712594560283341707e+02,1.381975284184930874e+00
6.880000000000000560e-01,2.760170580296896151e+04,2.726366271409749606e+04,3.380430888714654429e+02,5.651044011889896801e+00
6.887999999999999678e-01,2.468655330634277925e+04,2.423508827404479598e+04,4.514650322979832708e+02,3.525975309978554240e+00
6.895999999999999908e-01,7.255838056680161571e+03,6.856179183135704989e+03,3.996588735444565827e+02,3.252204437696018857e+00
6.904000000000000137e-01,-1.606477732793522151e+01,-4.462292490118576893e+02,4.301644716839224429e+02,8.121468863258721527e+00
6.912000000000000366e-01,2.832410256410256352e+03,2.480400527009222515e+03,3.520097294010338373e+02,4.769116921536788567e+00
6.919999999999999485e-01,1.012728744939271201e+04,9.742924901185770068e+03,3.843625482069419377e+02,6.357902960235916723e+00
6.927999999999999714e-01,1.158123616734143070e+04,1.113119367588932801e+04,4.500424914521026949e+02,9.166768965925788493e+00
6.935999999999999943e-01,1.136116599190283341e+04,1.094711989459815595e+04,4.140460973046774598e+02,7.294786601048580010e+00
6.944000000000000172e-01,1.114817813765182109e+04,1.068555467720685192e+04,4.626234604449691687e+02,9.234905143713925568e+00
6.952000000000000401e-01,9.813937921727396315e+03,9.476300395256916090e+03,3.376375264704802248e+02,6.356690413741330481e+00
6.959999999999999520e-01,6.451908232118758860e+03,6.044837944664031966e+03,4.070702874547268948e+02,7.366272535315532721e+00
6.968000000000000860e-01,4.052383265856949947e+03,3.724816864295125015e+03,3.275664015618249323e+02,6.759587494811216679e+00
6.975999999999999979e-01,4.608690958164642325e+03,4.191957839262187008e+03,4.167331189024553169e+02,8.517064113470151909e+00
6.983999999999999098e-01,5.515919028340081240e+03,5.180289855072463979e+03,3.356291732676172614e+02,6.952948467660961640e+00
6.992000000000000437e-01,5.287384615384615245e+03,4.866445322793148989e+03,4.209392925914662555e+02,8.802423272892966111e+00
6.999999999999999556e-01,1.848580836707152412e+04,1.791249538866930016e+04,5.733129784022239619e+02,3.127531111654691554e+00
7.007999999999999785e-01,2.605516869095816583e+04,2.515528853754940792e+04,8.998801534087579057e+02,1.452567994086971481e+01
7.016000000000000014e-01,1.677456410256410163e+04,1.614047957839262199e+04,6.340845241714796430e+02,4.571320882608758573e+00
7.024000000000000243e-01,2.845711201079622242e+03,2.451731225296442517e+03,3.939799757831797251e+02,5.297508398177554589e+00
7.032000000000000473e-01,-1.244588394062078294e+02,-4.282687747035573125e+02,3.038099352973495115e+02,5.953627330377296190e+00
7.039999999999999591e-01,5.226234817813765403e+03,4.765006587615283024e+03,4.612282301984823789e+02,6.245972820407322601e+00
7.047999999999999821e-01,1.024906882591093199e+04,9.692332015810276062e+03,5.567368101006559300e+02,1.069285063978791683e+01
7.056000000000000050e-01,1.016580836707152412e+04,9.524026350461133916e+03,6.417820166103902011e+02,1.255992451870567450e+01
7.064000000000000279e-01,1.005283670715249718e+04,9.481865612648221941e+03,5.709710945042752428e+02,9.966593359241661787e+00
7.071999999999999398e-01,9.881219973009447131e+03,9.284806324110671994e+03,5.964136488987751363e+02,1.173425670010423971e+01
7.080000000000000737e-01,7.605376518218623460e+03,7.078366271409749970e+03,5.270102468088734895e+02,1.000206462289338205e+01
7.087999999999999856e-01,4.422650472334682490e+03,3.877523056653491494e+03,5.451274156811909961e+02,1.040900513943141448e+01
7.095999999999998975e-01,3.310035087719298190e+03,2.867183135704874985e+03,4.428519520144232047e+02,9.199090074307743947e+00
7.104000000000000314e-01,4.184097165991903239e+03,3.701965744400527001e+03,4.821314215913762382e+02,9.972698443753783337e+00
7.111999999999999433e-01,4.562483130904183781e+03,4.031241106719367508e+03,5.312420241848162732e+02,1.080686454071106262e+01
7.120000000000000773e-01,6.460977058029689942e+03,6.060184453227931044e+03,4.007926048017588982e+02,3.394582059941886332e+00
7.127999999999999892e-01,2.450465856950067609e+04,2.375597364953886790e+04,7.486849199618081911e+02,9.894804968878627704e+00
7.136000000000000121e-01,2.569785695006747483e+04,2.493520948616600799e+04,7.626474639014668355e+02,8.631892456677503489e+00
7.144000000000000350e-01,9.679028340080971248e+03,9.082434782608695969e+03,5.965935574722752790e+02,4.293622895246350879e+00
7.152000000000000579e-01,-3.224183535762483075e+02,-7.588932806324111198e+02,4.364749270561628123e+02,7.760276343622177997e+00
7.159999999999999698e-01,2.882159244264507265e+02,-1.836521739130434696e+02,4.718680983394941677e+02,7.263905985858809089e+00
7.167999999999999927e-01,7.486704453441295300e+03,6.995140974967061993e+03,4.915634784742333068e+02,7.090741427572364586e+00
7.176000000000000156e-01,1.030106342780027080e+04,9.699583662714097954e+03,6.014797650861728471e+02,1.184998697670800993e+01
7.183999999999999275e-01,9.577284750337381411e+03,9.117596837944664003e+03,4.596879123927174078e+02,8.480708292647177515e+00
