proj,label
13.530651,0
-21.682991,1
5.5852623,0
-23.901062,1
7.4502029,0
4.174324,0
-17.253105,1
5.7161713,0
-18.359169,1
-19.771206,1
7.3788528,0
6.3923187,0
6.0600281,0
0.031673431,0
-0.86919022,0
-15.16423,1
-17.938522,1
5.5025597,0
4.3925323,0
4.68853,0
9.8968124,0
-19.850582,1
9.142952,0
-24.616802,1
4.918911,0
-10.245853,1
-2.1985092,0
5.4293594,0
-6.6183701,0
-17.607822,1
-18.683777,1
5.9016571,0
3.9022293,0
2.2144318,0
-17.355583,1
-17.433628,1
-15.091358,1
-1.6932449,0
-0.58166122,0
3.7911758,0
-1.2577515,0
7.3088379,0
2.5046234,0
-17.378532,1
-25.030106,1
-1.4535141,0
-22.612511,1
-17.693905,1
-16.26273,1
-17.41695,1
-16.678825,1
-15.421814,1
-19.590878,1
-1.6719551,0
-22.103348,1
-21.547253,1
-24.051914,1
11.321541,0
-31.45776,1
-2.1348572,0
-25.681892,1
-20.370644,1
5.9296913,0
-1.3062859,0
-22.176331,1
2.9239464,0
-20.188591,1
-15.016342,1
-29.272251,1
3.3026505,0
-23.442566,1
1.7834587,0
-19.492794,1
-14.413647,1
2.4556274,0
-25.390259,1
-6.0075836,0
-14.455612,1
9.6000977,0
13.216698,0
10.715282,0
-28.664474,1
7.73526,0
-20.176556,1
7.0840874,0
-1.865448,0
-19.201447,1
-20.77565,1
-13.299175,1
1.8528442,0
0.69427109,0
5.4050217,0
-14.006561,1
2.2921448,0
-13.717228,1
-28.687496,1
5.5833969,0
9.2607918,0
-16.96368,1
-15.965034,1
-28.050888,1
-14.912956,1
-18.967751,1
-30.811687,1
-17.97237,1
7.6690521,0
6.6001053,0
-15.547295,1
-23.889877,1
-17.863125,1
-16.270855,1
4.131588,0
8.23843,0
3.8050575,0
-20.35202,1
-15.868458,1
-23.701527,1
5.5877266,0
-16.335133,1
8.5401382,0
-18.430771,1
10.142723,0
-20.900902,1
11.003372,0
-18.285545,1
7.6673355,0
-0.78992844,0
-19.738342,1
-12.075691,1
8.4353943,0
9.3380203,0
-26.01918,1
-20.192039,1
6.9953156,0
7.4139442,0
-19.576569,1
-25.078182,1
6.4109879,0
-2.2232094,0
9.5713882,0
-0.72267914,0
-33.007751,1
7.5451279,0
-13.131828,1
2.1778946,0
11.022099,0
-18.581329,1
-20.675613,1
-22.349026,1
3.4357758,0
-14.216988,1
-2.267498,0
-14.198284,1
-25.270721,1
9.083065,0
-0.28674698,0
-1.3562622,0
7.637085,0
-22.652122,1
-29.397976,1
-24.05645,1
8.2462921,0
2.1027031,0
-15.226391,1
7.1363449,0
-19.929485,1
5.2749405,0
-20.835613,1
-19.537743,1
-25.481335,1
-21.667217,1
-1.5023117,0
-25.553249,1
-23.574398,1
-19.445694,1
1.9745369,0
-4.0912323,0
-18.501068,1
12.092056,0
-0.53326035,0
5.8275604,0
-0.29280853,0
8.6157303,0
6.9765244,0
-13.688908,1
8.3432579,0
-21.23175,1
-14.42387,1
2.0911903,0
-2.0816612,0
-22.186672,1
4.3242302,0
-20.09367,1
5.9265785,0
-22.89122,1
14.344429,0
4.2985878,0
0.67565536,0
-25.297432,1
-20.838539,1
-19.10688,1
-16.672009,1
4.2466736,0
7.003849,0
3.6224327,0
