proj,label
-26.610645,1
-85.29805,1
-92.759491,0
-98.797333,1
-103.36829,0
-86.685966,1
-72.68512,1
-29.62068,0
-93.040672,1
-84.982758,1
-25.576359,0
-102.30398,1
-112.14757,0
-29.9545,1
-81.689575,0
-72.005852,0
-92.630981,1
-100.97027,0
-95.43454,1
-34.450546,0
-29.376991,0
-24.693043,1
-68.736374,0
-29.865479,0
-72.621307,0
-29.928623,0
-25.292509,0
-91.374237,1
-83.229469,1
-32.480778,0
-84.150909,1
-115.52821,0
-25.463266,0
-35.500576,0
-31.244904,0
-91.483711,1
-92.891823,0
-30.291164,0
-34.464684,1
-33.041962,0
-97.975067,1
-78.693817,0
-98.119194,1
-27.708683,0
-30.413372,0
-95.092018,1
-88.887573,1
-98.944641,0
-28.182213,1
-29.82761,1
-86.008041,1
-97.483627,1
-80.876297,0
-80.943298,1
-35.430965,0
-102.42349,1
-33.24025,0
-61.444447,1
-31.305698,0
