proj,label
-11.494087,1
-14.683399,1
14.907047,0
6.9114723,0
3.3518715,0
7.7970886,0
7.5457802,0
-10.690891,1
11.011177,0
9.5487938,0
12.254494,0
20.29929,0
13.44352,0
19.771523,0
11.712608,0
-10.053616,1
-12.141811,1
20.253643,0
16.285831,0
17.517143,0
13.892956,0
-18.421288,1
-7.9445267,1
-10.945095,1
9.4459801,0
-3.9538345,1
-9.1197433,1
14.009495,0
11.487167,0
15.795864,0
-8.254158,1
14.830986,0
-7.6100426,1
21.363922,0
-9.03936,1
13.780193,0
-20.923401,1
-10.99654,1
8.7774696,0
-6.2771187,1
-12.712799,1
14.751286,0
12.994339,0
-8.4038162,1
-5.2556076,1
6.7686043,0
-15.204369,1
9.6951561,0
-11.144993,1
9.4079208,0
-10.813267,1
8.2626495,0
-4.325634,1
20.303249,0
-3.6862335,1
17.0257,0
-6.3078156,1
16.825031,0
18.241108,0
-13.44743,1
17.354866,0
12.400463,0
17.327465,0
15.761738,0
-13.546371,1
19.942764,0
8.1437454,0
-9.7683754,1
15.266777,0
14.984489,0
-14.12764,1
16.89492,0
9.8478851,0
9.2851257,0
8.030529,0
-17.552685,1
15.808174,0
-9.4750786,1
-11.454929,1
-15.618679,1
19.707523,0
14.353504,0
-15.454575,1
18.581932,0
14.155144,0
-12.787468,1
-12.931549,1
11.457428,0
9.0969048,0
-8.8466263,1
-2.9392586,1
-8.6751213,1
15.350231,0
-21.17643,1
17.516972,0
-14.782299,1
-8.3416862,1
11.337887,0
10.083519,0
18.427559,0
13.792419,0
-3.889061,1
7.2070084,0
15.242332,0
-12.309769,1
14.715847,0
12.956703,0
15.878635,0
-16.780003,1
-12.462811,1
16.032974,0
-20.518883,1
18.231171,0
16.041862,0
12.999073,0
14.920914,0
-11.12859,1
5.6393471,0
-13.818375,1
11.157803,0
-13.570705,1
-7.4773102,1
8.9910355,0
-4.6222153,1
14.140141,0
14.57748,0
13.914486,0
-8.537632,1
7.2322655,0
12.575657,0
14.530945,0
-10.83493,1
16.72728,0
-14.947449,1
11.89204,0
-9.3305206,1
18.55703,0
16.607891,0
-4.3310738,1
-14.382446,1
20.705566,0
-8.1254883,1
18.446159,0
-10.002182,1
14.3284,0
-17.844906,1
-13.968864,1
9.4082069,0
12.777004,0
16.87587,0
10.721851,0
-10.020439,1
19.715782,0
-4.2712593,1
-12.897308,1
17.777382,0
-10.62262,1
7.7962265,0
-7.604435,1
16.642963,0
-7.1836548,1
-10.578995,1
-7.3303032,1
22.743992,0
-9.0227013,1
10.497585,0
12.852503,0
18.293537,0
-9.8428965,1
16.249722,0
16.993797,0
7.5918922,0
19.799938,0
-8.0159035,1
-9.3777885,1
14.581284,0
-7.2167587,1
-5.8183784,1
18.13377,0
-2.3318634,1
12.417683,0
-11.21291,1
-9.4506645,1
-6.6197395,1
10.728867,0
16.417896,0
9.8195114,0
12.670444,0
7.7310219,0
16.095535,0
18.270405,0
-11.162506,1
12.298172,0
9.9862213,0
-9.6988449,1
18.624153,0
-7.9142494,1
-11.927527,1
-19.695374,1
-16.680901,1
